article_code,title,abstract,chemicals,diseases,chemical_start_indices,chemical_end_indices,disease_start_indices,disease_end_indices,chemical_ids,disease_ids,CID_chemical,CID_disease
23892921,"""Real-world"" data on the efficacy and safety of lenalidomide and dexamethasone in patients with relapsed/refractory multiple myeloma who were treated according to the standard clinical practice: a study of the Greek Myeloma Study Group.","Lenalidomide and dexamethasone (RD) is a standard of care for relapsed/refractory multiple myeloma (RRMM), but there is limited published data on its efficacy and safety in the ""real world"" (RW), according to the International Society of Pharmacoeconomics and Outcomes Research definition. We studied 212 RRMM patients who received RD in RW. Objective response (>PR (partial response)) rate was 77.4 % (complete response (CR), 20.2 %). Median time to first and best response was 2 and 5 months, respectively. Median time to CR when RD was given as 2nd or >2(nd)-line treatment at 4 and 11 months, respectively. Quality of response was independent of previous lines of therapies or previous exposure to thalidomide or bortezomib. Median duration of response was 34.4 months, and it was higher in patients who received RD until progression (not reached versus 19 months, p < 0.001). Improvement of humoral immunity occurred in 60 % of responders (p < 0.001) and in the majority of patients who achieved stable disease. Adverse events were reported in 68.9 % of patients (myelosuppression in 49.4 %) and 12.7 % of patients needed hospitalization. Peripheral neuropathy was observed only in 2.5 % of patients and deep vein thrombosis in 5.7 %. Dose reductions were needed in 31 % of patients and permanent discontinuation in 38.9 %. Median time to treatment discontinuation was 16.8 months. Performance status (PS) and initial lenalidomide dose predicted for treatment discontinuation. Extra-medullary relapses occurred in 3.8 % of patients. Our study confirms that RD is effective and safe in RRMM in the RW; it produces durable responses especially in patients who continue on treatment till progression and improves humoral immunity even in patients with stable disease.","['lenalidomide', 'dexamethasone', 'Lenalidomide', 'dexamethasone', 'RD', 'RD', 'RD', 'thalidomide', 'bortezomib', 'RD', 'lenalidomide', 'RD']","['multiple myeloma', 'Myeloma', 'multiple myeloma', 'RRMM', 'RRMM', 'myelosuppression', 'Peripheral neuropathy', 'deep vein thrombosis', 'RRMM']","['48', '65', '237', '254', '269', '569', '769', '939', '954', '1054', '1660', '1799']","['60', '78', '249', '267', '271', '571', '771', '950', '964', '1056', '1672', '1801']","['116', '216', '319', '337', '542', '1306', '1381', '1446', '1827']","['132', '223', '335', '341', '546', '1322', '1402', '1466', '1831']","['C467567', 'D003907', 'C467567', 'D003907', 'C467567|D003907', 'C467567|D003907', 'C467567|D003907', 'D013792', 'C400082', 'C467567|D003907', 'C467567', 'C467567|D003907']","['D009101', 'D009101', 'D009101', 'D009101', 'D009101', 'D001855', 'D010523', 'D020246', 'D009101']","['D003907', 'D003907', 'D003907', 'C467567', 'C467567', 'C467567']","['D010523', 'D001855', 'D020246', 'D001855', 'D010523', 'D020246']"
23949582,"The cytogenetic action of ifosfamide, mesna, and their combination on peripheral rabbit lymphocytes: an in vivo/in vitro cytogenetic study.","Ifosfamide (IFO) is an alkylating nitrogen mustard, administrated as an antineoplasmic agent. It is characterized by its intense urotoxic action, leading to hemorrhagic cystitis. This side effect of IFO raises the requirement for the co-administration with sodium 2-sulfanylethanesulfonate (Mesna) aiming to avoid or minimize this effect. IFO and Mesna were administrated separately on rabbit's lymphocytes in vivo, which were later developed in vitro. Cytogenetic markers for sister chromatid exchanges (SCEs), proliferation rate index (PRI) and Mitotic Index were recorded. Mesna's action, in conjunction with IFO reduces the frequency of SCEs, in comparison with the SCEs recordings obtained when IFO is administered alone. In addition to this, when high concentrations of Mesna were administered alone significant reductions of the PRI were noted, than with IFO acting at the same concentration on the lymphocytes. Mesna significantly reduces IFO's genotoxicity, while when administered in high concentrations it acts in an inhibitory fashion on the cytostatic action of the drug.","['ifosfamide', 'mesna', 'Ifosfamide', 'IFO', 'nitrogen', 'IFO', 'sodium 2-sulfanylethanesulfonate', 'Mesna', 'IFO', 'Mesna', 'Mesna', 'IFO', 'IFO', 'Mesna', 'IFO', 'Mesna', 'IFO']","['hemorrhagic cystitis', 'genotoxicity']","['26', '38', '140', '152', '174', '339', '397', '431', '479', '487', '716', '752', '840', '916', '1002', '1059', '1087']","['36', '43', '150', '155', '182', '342', '429', '436', '482', '492', '721', '755', '843', '921', '1005', '1064', '1090']","['297', '1093']","['317', '1105']","['D007069', 'D015080', 'D007069', 'D007069', 'D009584', 'D007069', 'D015080', 'D015080', 'D007069', 'D015080', 'D015080', 'D007069', 'D007069', 'D015080', 'D007069', 'D015080', 'D007069']","['D006470|D003556', 'D030342']","['D007069', 'D007069']","['D003556', 'D006470']"
23952588,Risk factors and predictors of levodopa-induced dyskinesia among multiethnic Malaysians with Parkinson's disease.,"Chronic pulsatile levodopa therapy for Parkinson's disease (PD) leads to the development of motor fluctuations and dyskinesia. We studied the prevalence and predictors of levodopa-induced dyskinesia among multiethnic Malaysian patients with PD. METHODS: This is a cross-sectional study involving 95 patients with PD on uninterrupted levodopa therapy for at least 6 months. The instrument used was the UPDRS questionnaires. The predictors of dyskinesia were determined using multivariate logistic regression analysis. RESULTS: The mean age was 65.6 + 8.5 years. The mean onset age was 58.5 + 9.8 years. The median disease duration was 6 (7) years. Dyskinesia was present in 44% (n = 42) with median levodopa therapy of 3 years. There were 64.3% Chinese, 31% Malays, and 3.7% Indians and other ethnic groups. Eighty-one percent of patients with dyskinesia had clinical fluctuations. Patients with dyskinesia had lower onset age ( p < 0.001), longer duration of levodopa therapy ( p < 0.001), longer disease duration ( p < 0.001), higher total daily levodopa dose ( p < 0.001), and higher total UPDRS scores ( p = 0.005) than patients without dyskinesia. The three significant predictors of dyskinesia were duration of levodopa therapy, onset age, and total daily levodopa dose. CONCLUSIONS: The prevalence of levodopa-induced dyskinesia in our patients was 44%. The most significant predictors were duration of levodopa therapy, total daily levodopa dose, and onset age.","['levodopa', 'levodopa', 'levodopa', 'levodopa', 'levodopa', 'levodopa', 'levodopa', 'levodopa', 'levodopa', 'levodopa', 'levodopa', 'levodopa']","['dyskinesia', ""Parkinson's disease"", ""Parkinson's disease"", 'PD', 'dyskinesia', 'dyskinesia', 'PD', 'PD', 'dyskinesia', 'Dyskinesia', 'dyskinesia', 'dyskinesia', 'dyskinesia', 'dyskinesia', 'dyskinesia']","['31', '132', '285', '447', '812', '1073', '1161', '1330', '1375', '1421', '1523', '1553']","['39', '140', '293', '455', '820', '1081', '1169', '1338', '1383', '1429', '1531', '1561']","['48', '93', '153', '174', '229', '302', '355', '427', '555', '761', '957', '1009', '1254', '1302', '1438']","['58', '112', '172', '176', '239', '312', '357', '429', '565', '771', '967', '1019', '1264', '1312', '1448']","['D007980', 'D007980', 'D007980', 'D007980', 'D007980', 'D007980', 'D007980', 'D007980', 'D007980', 'D007980', 'D007980', 'D007980']","['D004409', 'D010300', 'D010300', 'D010300', 'D004409', 'D004409', 'D010300', 'D010300', 'D004409', 'D004409', 'D004409', 'D004409', 'D004409', 'D004409', 'D004409']",['D007980'],['D004409']
24040781,An unexpected diagnosis in a renal-transplant patient with proteinuria treated with everolimus: AL amyloidosis.,"Proteinuria is an expected complication in transplant patients treated with mammalian target of rapamycin inhibitors (mTOR-i). However, clinical suspicion should always be supported by histological evidence in order to investigate potential alternate diagnoses such as acute or chronic rejection, interstitial fibrosis and tubular atrophy, or recurrent or de novo glomerulopathy. In this case we report the unexpected diagnosis of amyloidosis in a renal-transplant patient with pre-transplant monoclonal gammapathy of undetermined significance who developed proteinuria after conversion from tacrolimus to everolimus.","['everolimus', 'rapamycin', 'tacrolimus', 'everolimus']","['proteinuria', 'AL', 'amyloidosis', 'Proteinuria', 'fibrosis', 'atrophy', 'glomerulopathy', 'amyloidosis', 'proteinuria']","['84', '208', '704', '718']","['94', '217', '714', '728']","['59', '96', '99', '112', '422', '443', '476', '543', '670']","['70', '98', '110', '123', '430', '450', '490', '554', '681']","['C107135', 'D020123', 'D016559', 'C107135']","['D011507', 'D000686', 'D000686', 'D011507', 'D005355', 'D001284', 'D007674', 'D000686', 'D011507']","['C107135', 'C107135']","['D000686', 'D011507']"
24067251,An investigation of the pattern of kidney injury in HIV-positive persons exposed to tenofovir disoproxil fumarate: an examination of a large population database (MHRA database).,"The potential for tenofovir to cause a range of kidney syndromes has been established from mechanistic and randomised clinical trials. However, the exact pattern of kidney involvement is still uncertain. We undertook a descriptive analysis of Yellow Card records of 407 HIV-positive persons taking tenofovir disoproxil fumarate (TDF) as part of their antiretroviral therapy regimen and submitted to the Medicines and Healthcare Products Regulatory Agency (MHRA) with suspected kidney adverse effects. Reports that satisfy defined criteria were classified as acute kidney injury, kidney tubular dysfunction and Fanconi syndrome. Of the 407 Yellow Card records analysed, 106 satisfied criteria for TDF-related kidney disease, of which 53 (50%) had features of kidney tubular dysfunction, 35 (33%) were found to have features of glomerular dysfunction and 18 (17%) had Fanconi syndrome. The median TDF exposure was 316 days (interquartile range 120-740). The incidence of hospitalisation for TDF kidney adverse effects was high, particularly amongst patients with features of Fanconi syndrome. The pattern of kidney syndromes in this population series mirrors that reported in randomised clinical trials. Cessation of TDF was associated with complete restoration of kidney function in up half of the patients in this report.","['tenofovir disoproxil fumarate', 'tenofovir', 'tenofovir disoproxil fumarate', 'TDF', 'TDF', 'TDF', 'TDF', 'TDF']","['kidney injury', 'acute kidney injury', 'kidney tubular dysfunction', 'Fanconi syndrome', 'kidney disease', 'kidney tubular dysfunction', 'glomerular dysfunction', 'Fanconi syndrome', 'Fanconi syndrome']","['84', '196', '476', '507', '874', '1073', '1167', '1393']","['113', '205', '505', '510', '877', '1076', '1170', '1396']","['35', '736', '757', '788', '886', '936', '1004', '1044', '1251']","['48', '755', '783', '804', '900', '962', '1026', '1060', '1267']","['C418563', 'C096918', 'C418563', 'C418563', 'C418563', 'C418563', 'C418563', 'C418563']","['D007674', 'D058186', 'D007674', 'D005198', 'D007674', 'D007674', 'D007674', 'D005198', 'D005198']","['C418563', 'C418563']","['D058186', 'D005198']"
24068571,Incidence of postoperative delirium is high even in a population without known risk factors.,"PURPOSE: Postoperative delirium is a recognized complication in populations at risk. The aim of this study is to assess the prevalence of early postoperative delirium in a population without known risk factors admitted to the ICU for postoperative monitoring after elective major surgery. The secondary outcome investigated is to identify eventual independent risk factors among demographic data and anesthetic drugs used. METHODS: An observational, prospective study was conducted on a consecutive cohort of patients admitted to our ICU within and for at least 24 h after major surgical procedures. Exclusion criteria were any preexisting predisposing factor for delirium or other potentially confounding neurological dysfunctions. Patients were assessed daily using the confusion assessment method for the ICU scale for 3 days after the surgical procedure. Early postoperative delirium incidence risk factors were then assessed through three different multiple regression models. RESULTS: According to the confusion assessment method for the ICU scale, 28 % of patients were diagnosed with early postoperative delirium. The use of thiopentone was significantly associated with an eight-fold-higher risk for delirium compared to propofol (57.1% vs. 7.1%, RR = 8.0, X2 = 4.256; df = 1; 0.05 < p < 0.02). CONCLUSION: In this study early postoperative delirium was found to be a very common complication after major surgery, even in a population without known risk factors. Thiopentone was independently associated with an increase in its relative risk.","['thiopentone', 'propofol', 'Thiopentone']","['postoperative delirium', 'Postoperative delirium', 'postoperative delirium', 'delirium', 'neurological dysfunctions', 'confusion', 'postoperative delirium', 'postoperative delirium', 'delirium', 'postoperative delirium']","['1226', '1323', '1565']","['1237', '1331', '1576']","['13', '102', '237', '757', '799', '865', '958', '1191', '1302', '1429']","['35', '124', '259', '765', '824', '874', '980', '1213', '1310', '1451']","['D013874', 'D015742', 'D013874']","['D011183', 'D011183', 'D011183', 'D003693', 'D009422', 'D003221', 'D011183', 'D011183', 'D003693', 'D011183']","['D013874', 'D013874']","['D011183', 'D003693']"
24072398,A single neurotoxic dose of methamphetamine induces a long-lasting depressive-like behaviour in mice.,"Methamphetamine (METH) triggers a disruption of the monoaminergic system and METH abuse leads to negative emotional states including depressive symptoms during drug withdrawal. However, it is currently unknown if the acute toxic dosage of METH also causes a long-lasting depressive phenotype and persistent monoaminergic deficits. Thus, we now assessed the depressive-like behaviour in mice at early and long-term periods following a single high METH dose (30 mg/kg, i.p.). METH did not alter the motor function and procedural memory of mice as assessed by swimming speed and escape latency to find the platform in a cued version of the water maze task. However, METH significantly increased the immobility time in the tail suspension test at 3 and 49 days post-administration. This depressive-like profile induced by METH was accompanied by a marked depletion of frontostriatal dopaminergic and serotonergic neurotransmission, indicated by a reduction in the levels of dopamine, DOPAC and HVA, tyrosine hydroxylase and serotonin, observed at both 3 and 49 days post-administration. In parallel, another neurochemical feature of depression--astroglial dysfunction--was unaffected in the cortex and the striatal levels of the astrocytic protein marker, glial fibrillary acidic protein, were only transiently increased at 3 days. These findings demonstrate for the first time that a single high dose of METH induces long-lasting depressive-like behaviour in mice associated with a persistent disruption of frontostriatal dopaminergic and serotonergic homoeostasis.","['methamphetamine', 'Methamphetamine', 'METH', 'METH', 'METH', 'METH', 'METH', 'METH', 'METH', 'dopamine', 'DOPAC', 'HVA', 'tyrosine', 'serotonin', 'METH']","['neurotoxic', 'depressive', 'depressive symptoms', 'depressive', 'depressive', 'depressive', 'depression', 'depressive']","['28', '102', '119', '179', '341', '548', '576', '765', '920', '1072', '1082', '1092', '1097', '1122', '1503']","['43', '117', '123', '183', '345', '552', '580', '769', '924', '1080', '1087', '1095', '1105', '1131', '1507']","['9', '67', '235', '373', '459', '885', '1231', '1529']","['19', '77', '254', '383', '469', '895', '1241', '1539']","['D008694', 'D008694', 'D008694', 'D008694', 'D008694', 'D008694', 'D008694', 'D008694', 'D008694', 'D004298', 'D015102', 'D006719', 'D014443', 'D012701', 'D008694']","['D020258', 'D003866', 'D003866', 'D003866', 'D003866', 'D003866', 'D003866', 'D003866']",['D008694'],['D003866']
24088636,Linezolid-induced optic neuropathy.,Many systemic antimicrobials have been implicated to cause ocular adverse effects. This is especially relevant in multidrug therapy where more than one drug can cause a similar ocular adverse effect. We describe a case of progressive loss of vision associated with linezolid therapy. A 45-year-old male patient who was on treatment with multiple second-line anti-tuberculous drugs including linezolid and ethambutol for extensively drug-resistant tuberculosis (XDR-TB) presented to us with painless progressive loss of vision in both eyes. Color vision was defective and fundus examination revealed optic disc edema in both eyes. Ethambutol-induced toxic optic neuropathy was suspected and tablet ethambutol was withdrawn. Deterioration of vision occurred despite withdrawal of ethambutol. Discontinuation of linezolid resulted in marked improvement of vision. Our report emphasizes the need for monitoring of visual function in patients on long-term linezolid treatment.,"['Linezolid', 'linezolid', 'linezolid', 'ethambutol', 'Ethambutol', 'ethambutol', 'ethambutol', 'linezolid', 'linezolid']","['optic neuropathy', 'loss of vision', 'extensively drug-resistant tuberculosis', 'XDR-TB', 'loss of vision', 'optic disc edema', 'toxic optic neuropathy', 'Deterioration of vision']","['0', '301', '427', '441', '666', '733', '814', '845', '987']","['9', '310', '436', '451', '676', '743', '824', '854', '996']","['18', '270', '456', '497', '547', '635', '685', '759']","['34', '284', '495', '503', '561', '651', '707', '782']","['C098010', 'C098010', 'C098010', 'D004977', 'D004977', 'D004977', 'D004977', 'C098010', 'C098010']","['D009901', 'D014786', 'D054908', 'D054908', 'D014786', 'C531767', 'D009901', 'D015354']","['C098010', 'C098010']","['D009901', 'C531767']"
24091473,"Resuscitation with lipid, epinephrine, or both in levobupivacaine-induced cardiac toxicity in newborn piglets.","BACKGROUND: The optimal dosing regimens of lipid emulsion, epinephrine, or both are not yet determined in neonates in cases of local anaesthetic systemic toxicity (LAST). METHODS: Newborn piglets received levobupivacaine until cardiovascular collapse occurred. Standard cardiopulmonary resuscitation was started and electrocardiogram (ECG) was monitored for ventricular tachycardia, fibrillation, or QRS prolongation. Piglets were then randomly allocated to four groups: control (saline), Intralipid( ) alone, epinephrine alone, or a combination of Intralipd plus epinephrine. Resuscitation continued for 30 min or until there was a return of spontaneous circulation (ROSC) accompanied by a mean arterial pressure at or superior to the baseline pressure and normal sinus rhythm for a period of 30 min. RESULTS: ROSC was achieved in only one of the control piglets compared with most of the treated piglets. Mortality was not significantly different between the three treatment groups, but was significantly lower in all the treatment groups compared with control. The number of ECG abnormalities was zero in the Intralipid only group, but 14 and 17, respectively, in the epinephrine and epinephrine plus lipid groups (P<0.05). CONCLUSIONS: Lipid emulsion with or without epinephrine, or epinephrine alone were equally effective in achieving a return to spontaneous circulation in this model of LAST. Epinephrine alone or in combination with lipid was associated with an increased number of ECG abnormalities compared with lipid emulsion alone.","['epinephrine', 'levobupivacaine', 'epinephrine', 'levobupivacaine', 'epinephrine', 'epinephrine', 'epinephrine', 'epinephrine', 'epinephrine', 'epinephrine', 'Epinephrine']","['cardiac toxicity', 'toxicity', 'cardiovascular collapse', 'ventricular tachycardia', 'fibrillation']","['26', '50', '170', '316', '621', '675', '1282', '1298', '1382', '1398', '1511']","['37', '65', '181', '331', '632', '686', '1293', '1309', '1393', '1409', '1522']","['74', '265', '338', '469', '494']","['90', '273', '361', '492', '506']","['D004837', 'C476513', 'D004837', 'C476513', 'D004837', 'D004837', 'D004837', 'D004837', 'D004837', 'D004837', 'D004837']","['D066126', 'D064420', 'D002318', 'D017180', 'D001281']",['C476513'],['D002318']
24100055,Incidence of heparin-induced thrombocytopenia type II and postoperative recovery of platelet count in liver graft recipients: a retrospective cohort analysis.,"BACKGROUND: Thrombocytopenia in patients with end-stage liver disease is a common disorder caused mainly by portal hypertension, low levels of thrombopoetin, and endotoxemia. The impact of immune-mediated heparin-induced thrombocytopenia type II (HIT type II) as a cause of thrombocytopenia after liver transplantation is not yet understood, with few literature citations reporting contradictory results. The aim of our study was to demonstrate the perioperative course of thrombocytopenia after liver transplantation and determine the occurrence of clinical HIT type II. METHOD: We retrospectively evaluated the medical records of 205 consecutive adult patients who underwent full-size liver transplantation between January 2006 and December 2010 due to end-stage or malignant liver disease. Preoperative platelet count, postoperative course of platelets, and clinical signs of HIT type II were analyzed. RESULTS: A total of 155 (75.6%) of 205 patients had thrombocytopenia before transplantation, significantly influenced by Model of End-Stage Liver Disease score and liver cirrhosis. The platelet count exceeded 100,000/uL in most of the patients (n = 193) at a medium of 7 d. Regarding HIT II, there were four (1.95%) patients with a background of HIT type II. CONCLUSIONS: The incidence of HIT in patients with end-stage hepatic failure is, with about 1.95%, rare. For further reduction of HIT type II, the use of intravenous heparin should be avoided and the prophylactic anticoagulation should be performed with low-molecular-weight heparin after normalization of platelet count.","['heparin', 'heparin', 'heparin', 'heparin']","['thrombocytopenia type II', 'Thrombocytopenia', 'end-stage liver disease', 'portal hypertension', 'endotoxemia', 'thrombocytopenia type II', 'HIT type II', 'thrombocytopenia', 'thrombocytopenia', 'HIT type II', 'end-stage or malignant liver disease', 'HIT type II', 'thrombocytopenia', 'End-Stage Liver Disease', 'liver cirrhosis', 'HIT II', 'HIT type II', 'HIT', 'end-stage hepatic failure', 'HIT type II']","['13', '364', '1590', '1699']","['20', '371', '1597', '1706']","['29', '171', '205', '267', '321', '380', '406', '433', '632', '718', '914', '1038', '1117', '1195', '1229', '1349', '1411', '1454', '1475', '1554']","['53', '187', '228', '286', '332', '404', '417', '449', '648', '729', '950', '1049', '1133', '1218', '1244', '1355', '1422', '1457', '1500', '1565']","['D006493', 'D006493', 'D006493', 'D006493']","['D013921', 'D013921', 'D058625', 'D006975', 'D019446', 'D013921', 'D013921', 'D013921', 'D013921', 'D013921', 'D058625|D017114', 'D013921', 'D013921', 'D058625', 'D008103', 'D013921', 'D013921', 'D013921', 'D058625', 'D013921']",['D006493'],['D013921']
24100257,Takotsubo syndrome (or apical ballooning syndrome) secondary to Zolmitriptan.,"Takotsubo syndrome (TS), also known as broken heart syndrome, is characterized by left ventricle apical ballooning with elevated cardiac biomarkers and electrocardiographic changes suggestive of an acute coronary syndrome (ie, ST-segment elevation, T wave inversions, and pathologic Q waves). We report a case of 54-year-old woman with medical history of mitral valve prolapse and migraines, who was admitted to the hospital for substernal chest pain and electrocardiogram demonstrated 1/2 mm ST-segment elevation in leads II, III, aVF, V5, and V6 and positive troponin I. Emergent coronary angiogram revealed normal coronary arteries with moderately reduced left ventricular ejection fraction with wall motion abnormalities consistent with TS. Detailed history obtained retrospectively revealed that the patient took zolmitriptan sparingly only when she had migraines. But before this event, she was taking zolmitriptan 2-3 times daily for several days because of a persistent migraine headache. She otherwise reported that she is quite active, rides horses, and does show jumping without any limitations in her physical activity. There was no evidence of any recent stress or status migrainosus. Extensive literature search revealed multiple cases of coronary artery vasospasm secondary to zolmitriptan, but none of the cases were associated with TS.","['Zolmitriptan', 'zolmitriptan', 'zolmitriptan', 'zolmitriptan']","['Takotsubo syndrome', 'apical ballooning syndrome', 'Takotsubo syndrome', 'TS', 'broken heart syndrome', 'acute coronary syndrome', 'mitral valve prolapse', 'migraines', 'chest pain', 'TS', 'migraines', 'migraine headache', 'status migrainosus', 'coronary artery vasospasm', 'TS']","['64', '896', '986', '1370']","['76', '908', '998', '1382']","['0', '23', '78', '98', '117', '276', '433', '459', '518', '819', '937', '1056', '1256', '1331', '1427']","['18', '49', '96', '100', '138', '299', '454', '468', '528', '821', '946', '1073', '1274', '1356', '1429']","['C089750', 'C089750', 'C089750', 'C089750']","['D054549', 'D054549', 'D054549', 'D054549', 'D054549', 'D054058', 'D008945', 'D008881', 'D002637', 'D054549', 'D008881', 'D008881', 'D008881', 'D003329', 'D054549']","['C089750', 'C089750']","['D003329', 'D054549']"
