diseases,disease_ids,mapped_disease_ids,mismatched_diseases,actual_disease_names
"['pulmonary and renal insufficiency', 'intravascular coagulation', 'intravascular coagulation', 'pulmonary and renal insufficiency', 'trauma', 'sepsis', 'pulmonary and renal insufficiency', 'renal damage', 'kidney damage']","['D011665|D051437', 'D004211', 'D004211', 'D011665|D051437', 'D014947', 'D018805', 'D011665|D051437', 'D007674', 'D007674']","['-1', '-1', '-1', '-1', 'D014947', 'D018805', '-1', '-1', '-1']","['pulmonary and renal insufficiency', 'intravascular coagulation', 'intravascular coagulation', 'pulmonary and renal insufficiency', 'pulmonary and renal insufficiency', 'renal damage', 'kidney damage']","[['-1'], ['disseminated intravascular coagulation', 'disseminated intravascular coagulation', 'coagulation, disseminated intravascular', 'coagulations, disseminated intravascular', 'disseminated intravascular coagulations', 'intravascular coagulations, disseminated', 'consumption coagulopathy', 'coagulopathies, consumption', 'coagulopathy, consumption', 'consumption coagulopathies', 'disseminated coagulation, intravascular', 'coagulation, intravascular disseminated', 'coagulations, intravascular disseminated', 'disseminated coagulations, intravascular', 'intravascular disseminated coagulations', 'intravascular coagulation, disseminated', 'intravascular disseminated coagulation'], ['disseminated intravascular coagulation', 'disseminated intravascular coagulation', 'coagulation, disseminated intravascular', 'coagulations, disseminated intravascular', 'disseminated intravascular coagulations', 'intravascular coagulations, disseminated', 'consumption coagulopathy', 'coagulopathies, consumption', 'coagulopathy, consumption', 'consumption coagulopathies', 'disseminated coagulation, intravascular', 'coagulation, intravascular disseminated', 'coagulations, intravascular disseminated', 'disseminated coagulations, intravascular', 'intravascular disseminated coagulations', 'intravascular coagulation, disseminated', 'intravascular disseminated coagulation'], ['-1'], ['wounds and injuries', 'wounds and injuries', 'injuries and wounds', 'injuries, wounds', 'wounds and injury', 'injury and wounds', 'wounds, injury', 'wounds', 'wound', 'injuries', 'injury', 'research-related injuries', 'injury, research-related', 'research related injuries', 'research-related injury', 'physical trauma', 'physical traumas', 'trauma, physical', 'trauma', 'traumas'], ['sepsis', 'sepsis', 'bloodstream infection', 'bloodstream infections', 'infection, bloodstream', 'septicemia', 'septicemias', 'blood poisoning', 'blood poisonings', 'poisonings, blood', 'poisoning, blood', 'severe sepsis', 'sepsis, severe', 'pyemia', 'pyemias', 'pyaemia', 'pyaemias', 'pyohemia', 'pyohemias'], ['-1']]"
"['hypotension', 'hypotension', 'hypotension', 'reductions in mean arterial blood pressure', 'increase in heart rate and cardiac output', 'hypertension']","['D007022', 'D007022', 'D007022', 'D007022', 'D016534', 'D006973']","['D007022', 'D007022', 'D007022', '-1', '-1', 'D006973']","['reductions in mean arterial blood pressure', 'increase in heart rate and cardiac output']","[['hypotension', 'hypotension', 'blood pressure, low', 'hypotension, vascular', 'low blood pressure', 'vascular hypotension'], ['hypotension', 'hypotension', 'blood pressure, low', 'hypotension, vascular', 'low blood pressure', 'vascular hypotension']]"
"['toxicity', 'seizures', 'weight gain', 'seizures', 'seizures', 'seizures', 'weight gain']","['D064420', 'D012640', 'D015430', 'D012640', 'D012640', 'D012640', 'D015430']","['-1', 'D012640', 'D015430', 'D012640', 'D012640', 'D012640', 'D015430']",['toxicity'],"[['drug-related side effects and adverse reactions', 'drug-related side effects and adverse reactions', 'drug related side effects and adverse reactions', 'side effects of drugs', 'drug-related side effects and adverse reaction', 'drug related side effects and adverse reaction', 'adverse drug reaction', 'adverse drug reactions', 'drug reaction, adverse', 'drug reactions, adverse', 'reactions, adverse drug', 'adverse drug event', 'adverse drug events', 'drug event, adverse', 'drug events, adverse', 'drug side effects', 'drug side effect', 'effects, drug side', 'side effect, drug', 'side effects, drug', 'drug toxicity', 'toxicity, drug', 'drug toxicities', 'toxicities, drug']]"
"['death', 'gestational trophoblastic disease', 'choriocarcinoma', 'pulmonary obstruction', 'tumor', 'necrosis', 'tumor', 'tumor', 'tumor', 'embolism', 'necrosis', 'pelvic tumor']","['D003643', 'D031901', 'D002822', 'D011655', 'D009369', 'D009336', 'D009369', 'D009369', 'D009369', 'D004617', 'D009336', 'D010386']","['D003643', 'D031901', 'D002822', '-1', 'D009369', 'D009336', 'D009369', 'D009369', 'D009369', 'D004617', 'D009336', '-1']","['pulmonary obstruction', 'pelvic tumor']","[['death', 'death', 'end of life', 'end-of-life', 'determination of death', 'near-death experience', 'cardiac death', 'death, cardiac'], ['gestational trophoblastic disease', 'gestational trophoblastic disease', 'disease, gestational trophoblastic', 'diseases, gestational trophoblastic', 'gestational trophoblastic diseases', 'trophoblastic disease, gestational', 'trophoblastic diseases, gestational', 'gestational trophoblastic neoplasia', 'neoplasia, gestational trophoblastic', 'trophoblastic neoplasia, gestational', 'gestational trophoblastic neoplasms', 'gestational trophoblastic neoplasm', 'neoplasm, gestational trophoblastic', 'neoplasms, gestational trophoblastic', 'trophoblastic neoplasm, gestational', 'trophoblastic neoplasms, gestational']]"
"['sexual dysfunction', 'arthritis', 'arthritis', 'sexual dysfunction', 'rheumatoid arthritis', 'osteoarthritis', 'spondyloarthropathy', 'depressed mood', 'sexual dysfunctions', 'impotence', 'depressed mood', 'impotence', 'arthritis', 'sexual dysfunction']","['D012735', 'D001168', 'D001168', 'D012735', 'D001172', 'D010003', 'D025242', 'D003866', 'D012735', 'D007172', 'D003866', 'D007172', 'D001168', 'D012735']","['-1', 'D001168', 'D001168', '-1', 'D001172', 'D010003', 'D025242', '-1', '-1', 'D007172', '-1', 'D007172', 'D001168', '-1']","['sexual dysfunction', 'sexual dysfunction', 'depressed mood', 'sexual dysfunctions', 'depressed mood', 'sexual dysfunction']","[['sexual dysfunction, physiological', 'sexual dysfunction, physiological', 'physiological sexual dysfunction', 'physiological sexual dysfunctions', 'sex disorders', 'sexual disorders, physiological', 'physiological sexual disorder', 'physiological sexual disorders', 'sexual disorder, physiological', 'sexual dysfunctions, physiological'], ['arthritis', 'arthritis', 'arthritides', 'polyarthritis', 'polyarthritides', 'oligoarthritis', 'oligoarthritides'], ['arthritis', 'arthritis', 'arthritides', 'polyarthritis', 'polyarthritides', 'oligoarthritis', 'oligoarthritides'], ['sexual dysfunction, physiological', 'sexual dysfunction, physiological', 'physiological sexual dysfunction', 'physiological sexual dysfunctions', 'sex disorders', 'sexual disorders, physiological', 'physiological sexual disorder', 'physiological sexual disorders', 'sexual disorder, physiological', 'sexual dysfunctions, physiological'], ['arthritis, rheumatoid', 'arthritis, rheumatoid', 'rheumatoid arthritis'], ['osteoarthritis', 'osteoarthritis', 'osteoarthritides', 'arthritis, degenerative', 'arthritides, degenerative', 'degenerative arthritides', 'degenerative arthritis', 'osteoarthrosis', 'osteoarthroses', 'osteoarthrosis deformans', 'arthrosis', 'arthroses']]"
"['urothelial cancer', 'renal papillary necrosis', 'renal papillary necrosis', 'cancer of the renal pelvis', 'ureter or bladder', 'renal papillary necrosis', 'cancer of the renal pelvis and bladder', 'ureteric cancer', 'renal papillary necrosis', 'cancers', 'cancer of the ureter']","['D014523', 'D007681', 'D007681', 'D007680|D014516|D001749', 'D007681', 'D007680|D001749', 'D014516', 'D007681', 'D009369', 'D014516']","['-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', 'D009369', 'D014516']","['urothelial cancer', 'renal papillary necrosis', 'renal papillary necrosis', 'cancer of the renal pelvis', 'ureter or bladder', 'renal papillary necrosis', 'cancer of the renal pelvis and bladder', 'ureteric cancer', 'renal papillary necrosis']","[['urethral neoplasms', 'urethral neoplasms', 'neoplasms, urethral', 'neoplasm, urethral', 'urethral neoplasm', 'urethra neoplasms', 'neoplasms, urethra', 'neoplasm, urethra', 'urethra neoplasm', 'cancer of urethra', 'urethra cancers', 'urethral cancer', 'cancers, urethral', 'cancer, urethral', 'urethral cancers', 'cancer of the urethra', 'urethra cancer', 'cancers, urethra', 'cancer, urethra'], ['kidney papillary necrosis', 'kidney papillary necrosis', 'necrosis, kidney papillary', 'papillary necrosis, kidney', 'renal medullary necrosis', 'necrosis, renal medullary', 'renal papillitis, necrotizing', 'necrotizing renal papillitides', 'necrotizing renal papillitis', 'papillitides, necrotizing renal', 'renal papillitides, necrotizing'], ['kidney papillary necrosis', 'kidney papillary necrosis', 'necrosis, kidney papillary', 'papillary necrosis, kidney', 'renal medullary necrosis', 'necrosis, renal medullary', 'renal papillitis, necrotizing', 'necrotizing renal papillitides', 'necrotizing renal papillitis', 'papillitides, necrotizing renal', 'renal papillitides, necrotizing'], ['-1'], ['kidney papillary necrosis', 'kidney papillary necrosis', 'necrosis, kidney papillary', 'papillary necrosis, kidney', 'renal medullary necrosis', 'necrosis, renal medullary', 'renal papillitis, necrotizing', 'necrotizing renal papillitides', 'necrotizing renal papillitis', 'papillitides, necrotizing renal', 'renal papillitides, necrotizing'], ['-1'], ['ureteral neoplasms', 'ureteral neoplasms', 'neoplasm, ureteral', 'ureteral neoplasm', 'neoplasms of ureter', 'neoplasms, ureteral', 'ureter neoplasms', 'ureter neoplasm', 'cancer of ureter', 'ureter cancers', 'ureteral cancer', 'cancers, ureteral', 'cancer, ureteral', 'ureteral cancers', 'cancer of the ureter', 'ureter cancer', 'ureter, cancer of'], ['kidney papillary necrosis', 'kidney papillary necrosis', 'necrosis, kidney papillary', 'papillary necrosis, kidney', 'renal medullary necrosis', 'necrosis, renal medullary', 'renal papillitis, necrotizing', 'necrotizing renal papillitides', 'necrotizing renal papillitis', 'papillitides, necrotizing renal', 'renal papillitides, necrotizing'], ['neoplasms', 'neoplasms', 'tumors', 'neoplasia', 'neoplasias', 'neoplasm', 'tumor', 'cancer', 'cancers', 'malignant neoplasm', 'malignancy', 'malignancies', 'malignant neoplasms', 'neoplasm, malignant', 'neoplasms, malignant', 'benign neoplasms', 'neoplasms, benign', 'neoplasm, benign', 'benign neoplasm']]"
"['coronary artery disease', 'shock', 'av block', 'hypotension', 'impairment of ventricular function', 'adverse drug reactions']","['D003324', 'D012769', 'D054537', 'D007022', 'D018754', 'D064420']","['D003324', 'D012769', 'D054537', 'D007022', '-1', 'D064420']",['impairment of ventricular function'],"[['coronary artery disease', 'coronary artery disease', 'artery disease, coronary', 'artery diseases, coronary', 'coronary artery diseases', 'coronary arteriosclerosis', 'arterioscleroses, coronary', 'coronary arterioscleroses', 'arteriosclerosis, coronary', 'atherosclerosis, coronary', 'atheroscleroses, coronary', 'coronary atheroscleroses', 'coronary atherosclerosis', 'left main coronary artery disease', 'left main coronary disease', 'left main disease', 'left main diseases']]"
"['mania', 'depressed', 'mania', 'depressed', 'organic mental disorder', 'delirium', 'manic']","['D001714', 'D003866', 'D001714', 'D003866', 'D019965', 'D003693', 'D001714']","['D000087122', '-1', 'D000087122', '-1', 'D019965', 'D003693', '-1']","['depressed', 'depressed', 'manic']","[['bipolar disorder', 'bipolar disorder', 'bipolar disorders', 'disorder, bipolar', 'bipolar mood disorder', 'bipolar mood disorders', 'disorder, bipolar mood', 'mood disorder, bipolar', 'affective psychosis, bipolar', 'bipolar affective psychosis', 'psychoses, bipolar affective', 'psychosis, bipolar affective', 'psychoses, manic-depressive', 'psychoses, manic depressive', 'manic-depressive psychosis', 'manic depressive psychosis', 'psychosis, manic-depressive', 'psychosis, manic depressive', 'depression, bipolar', 'bipolar depression', 'manic disorder', 'disorder, manic', 'manic disorders', 'manic depression', 'depression, manic', 'depressions, manic', 'bipolar disorder type 1', 'type 1 bipolar disorder', 'bipolar disorder type 2', 'type 2 bipolar disorder'], ['depressive disorder', 'depressive disorder', 'depressive disorders', 'disorder, depressive', 'disorders, depressive', 'neurosis, depressive', 'depressive neuroses', 'depressive neurosis', 'neuroses, depressive', 'depression, endogenous', 'depressions, endogenous', 'endogenous depression', 'endogenous depressions', 'melancholia', 'melancholias', 'unipolar depression', 'depression, unipolar', 'depressions, unipolar', 'unipolar depressions', 'depressive syndrome', 'depressive syndromes', 'syndrome, depressive', 'syndromes, depressive', 'depression, neurotic', 'depressions, neurotic', 'neurotic depression', 'neurotic depressions'], ['bipolar disorder', 'bipolar disorder', 'bipolar disorders', 'disorder, bipolar', 'bipolar mood disorder', 'bipolar mood disorders', 'disorder, bipolar mood', 'mood disorder, bipolar', 'affective psychosis, bipolar', 'bipolar affective psychosis', 'psychoses, bipolar affective', 'psychosis, bipolar affective', 'psychoses, manic-depressive', 'psychoses, manic depressive', 'manic-depressive psychosis', 'manic depressive psychosis', 'psychosis, manic-depressive', 'psychosis, manic depressive', 'depression, bipolar', 'bipolar depression', 'manic disorder', 'disorder, manic', 'manic disorders', 'manic depression', 'depression, manic', 'depressions, manic', 'bipolar disorder type 1', 'type 1 bipolar disorder', 'bipolar disorder type 2', 'type 2 bipolar disorder']]"
"['muscular rigidity', 'muscular rigidity', 'rigidity', 'rigidity', 'akinetic', 'rigidity', 'akinetic', 'hyperkinetic', 'rigidity', 'rigidity', 'rigidity', 'rigidity', 'rigidity']","['D009127', 'D009127', 'D009127', 'D009127', 'D018476', 'D009127', 'D018476', 'D006948', 'D009127', 'D009127', 'D009127', 'D009127', 'D009127']","['D009127', 'D009127', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']","['rigidity', 'rigidity', 'akinetic', 'rigidity', 'akinetic', 'hyperkinetic', 'rigidity', 'rigidity', 'rigidity', 'rigidity', 'rigidity']","[['muscle rigidity', 'muscle rigidity', 'rigidity, muscle', 'rigidity, muscular', 'muscular rigidity', 'cogwheel rigidity', 'cogwheel rigidities', 'rigidities, cogwheel', 'rigidity, cogwheel', 'extrapyramidal rigidity', 'rigidity, extrapyramidal', 'gegenhalten', 'gegenhaltens', 'nuchal rigidity', 'rigidity, nuchal', 'catatonic rigidity', 'rigidity, catatonic', 'extensor rigidity', 'rigidity, extensor'], ['muscle rigidity', 'muscle rigidity', 'rigidity, muscle', 'rigidity, muscular', 'muscular rigidity', 'cogwheel rigidity', 'cogwheel rigidities', 'rigidities, cogwheel', 'rigidity, cogwheel', 'extrapyramidal rigidity', 'rigidity, extrapyramidal', 'gegenhalten', 'gegenhaltens', 'nuchal rigidity', 'rigidity, nuchal', 'catatonic rigidity', 'rigidity, catatonic', 'extensor rigidity', 'rigidity, extensor'], ['muscle rigidity', 'muscle rigidity', 'rigidity, muscle', 'rigidity, muscular', 'muscular rigidity', 'cogwheel rigidity', 'cogwheel rigidities', 'rigidities, cogwheel', 'rigidity, cogwheel', 'extrapyramidal rigidity', 'rigidity, extrapyramidal', 'gegenhalten', 'gegenhaltens', 'nuchal rigidity', 'rigidity, nuchal', 'catatonic rigidity', 'rigidity, catatonic', 'extensor rigidity', 'rigidity, extensor'], ['muscle rigidity', 'muscle rigidity', 'rigidity, muscle', 'rigidity, muscular', 'muscular rigidity', 'cogwheel rigidity', 'cogwheel rigidities', 'rigidities, cogwheel', 'rigidity, cogwheel', 'extrapyramidal rigidity', 'rigidity, extrapyramidal', 'gegenhalten', 'gegenhaltens', 'nuchal rigidity', 'rigidity, nuchal', 'catatonic rigidity', 'rigidity, catatonic', 'extensor rigidity', 'rigidity, extensor'], ['hypokinesia', 'hypokinesia', 'hypodynamia', 'hypokinesia, antiorthostatic', 'antiorthostatic hypokinesia', 'antiorthostatic hypokinesias', 'hypokinesias, antiorthostatic', 'bradykinesia', 'bradykinesias'], ['muscle rigidity', 'muscle rigidity', 'rigidity, muscle', 'rigidity, muscular', 'muscular rigidity', 'cogwheel rigidity', 'cogwheel rigidities', 'rigidities, cogwheel', 'rigidity, cogwheel', 'extrapyramidal rigidity', 'rigidity, extrapyramidal', 'gegenhalten', 'gegenhaltens', 'nuchal rigidity', 'rigidity, nuchal', 'catatonic rigidity', 'rigidity, catatonic', 'extensor rigidity', 'rigidity, extensor'], ['hypokinesia', 'hypokinesia', 'hypodynamia', 'hypokinesia, antiorthostatic', 'antiorthostatic hypokinesia', 'antiorthostatic hypokinesias', 'hypokinesias, antiorthostatic', 'bradykinesia', 'bradykinesias'], ['hyperkinesis', 'hyperkinesis', 'hyperactivity, motor', 'motor hyperactivity', 'hyperkinesia', 'hyperkinetic movements', 'hyperkinetic movement', 'movement, hyperkinetic', 'movements, hyperkinetic', 'hyperkinesia, generalized', 'generalized hyperkinesia', 'generalized hyperkinesias', 'hyperkinesias, generalized'], ['muscle rigidity', 'muscle rigidity', 'rigidity, muscle', 'rigidity, muscular', 'muscular rigidity', 'cogwheel rigidity', 'cogwheel rigidities', 'rigidities, cogwheel', 'rigidity, cogwheel', 'extrapyramidal rigidity', 'rigidity, extrapyramidal', 'gegenhalten', 'gegenhaltens', 'nuchal rigidity', 'rigidity, nuchal', 'catatonic rigidity', 'rigidity, catatonic', 'extensor rigidity', 'rigidity, extensor'], ['muscle rigidity', 'muscle rigidity', 'rigidity, muscle', 'rigidity, muscular', 'muscular rigidity', 'cogwheel rigidity', 'cogwheel rigidities', 'rigidities, cogwheel', 'rigidity, cogwheel', 'extrapyramidal rigidity', 'rigidity, extrapyramidal', 'gegenhalten', 'gegenhaltens', 'nuchal rigidity', 'rigidity, nuchal', 'catatonic rigidity', 'rigidity, catatonic', 'extensor rigidity', 'rigidity, extensor'], ['muscle rigidity', 'muscle rigidity', 'rigidity, muscle', 'rigidity, muscular', 'muscular rigidity', 'cogwheel rigidity', 'cogwheel rigidities', 'rigidities, cogwheel', 'rigidity, cogwheel', 'extrapyramidal rigidity', 'rigidity, extrapyramidal', 'gegenhalten', 'gegenhaltens', 'nuchal rigidity', 'rigidity, nuchal', 'catatonic rigidity', 'rigidity, catatonic', 'extensor rigidity', 'rigidity, extensor']]"
"['compression neuropathy of the radial nerve', 'fibrous myopathy', 'fibrous myopathy', 'compression neuropathy', 'myopathy', 'fibrous myopathy', 'fibrous myopathy']","['D009408|D020425', 'D005355|D009135', 'D005355|D009135', 'D009408', 'D009135', 'D005355|D009135', 'D005355|D009135']","['-1', '-1', '-1', '-1', 'D009135', '-1', '-1']","['compression neuropathy of the radial nerve', 'fibrous myopathy', 'fibrous myopathy', 'compression neuropathy', 'fibrous myopathy', 'fibrous myopathy']","[['-1'], ['-1'], ['-1'], ['nerve compression syndromes', 'nerve compression syndromes', 'compression syndrome, nerve', 'compression syndromes, nerve', 'nerve compression syndrome', 'syndrome, nerve compression', 'syndromes, nerve compression', 'entrapment neuropathies', 'neuropathies, entrapment', 'neuropathy, entrapment', 'nerve entrapments', 'entrapment, nerve', 'entrapments, nerve', 'nerve entrapment', 'external nerve compression syndromes', 'nerve compression syndromes, external', 'internal nerve compression syndromes', 'nerve compression syndromes, internal'], ['muscular diseases', 'muscular diseases', 'muscular disease', 'muscle disorders', 'muscle disorder', 'myopathic conditions', 'myopathic condition', 'myopathies', 'myopathy'], ['-1']]"
"['acute renal failure', 'cirrhosis', 'sporotrichosis', 'acute renal failure', 'renal failure', 'renal dysfunction', 'acute renal failure']","['D058186', 'D005355', 'D013174', 'D058186', 'D051437', 'D007674', 'D058186']","['D058186', 'D005355', 'D013174', 'D058186', 'D051437', '-1', 'D058186']",['renal dysfunction'],"[['acute kidney injury', 'acute kidney injury', 'acute kidney injuries', 'kidney injuries, acute', 'kidney injury, acute', 'acute renal injury', 'acute renal injuries', 'renal injuries, acute', 'renal injury, acute', 'kidney failure, acute', 'acute kidney failures', 'kidney failures, acute', 'acute kidney failure', 'acute renal failure', 'acute renal failures', 'renal failures, acute', 'renal failure, acute', 'renal insufficiency, acute', 'acute renal insufficiencies', 'renal insufficiencies, acute', 'acute kidney insufficiency', 'acute renal insufficiency', 'kidney insufficiency, acute', 'acute kidney insufficiencies', 'kidney insufficiencies, acute']]"
"['pleural and pericardial effusion', 'neuropathy', 'sinuatrial disease', 'supraventricular tachyarrhythmias', 'pneumonitis', 'pleural and pericardial effusions', 'proximal motor neuropathy', 'pneumonitis']","['D010996|D010490', 'D009422', 'D002318', 'D013617', 'D011014', 'D010996|D010490', 'D009468', 'D011014']","['-1', '-1', '-1', '-1', 'D011014', '-1', '-1', 'D011014']","['pleural and pericardial effusion', 'neuropathy', 'sinuatrial disease', 'supraventricular tachyarrhythmias', 'pleural and pericardial effusions', 'proximal motor neuropathy']","[['-1'], ['nervous system diseases', 'nervous system diseases', 'disease, nervous system', 'diseases, nervous system', 'nervous system disease', 'nervous system disorders', 'disorder, nervous system', 'disorders, nervous system', 'nervous system disorder', 'neurologic disorders', 'disorder, neurologic', 'disorders, neurologic', 'neurologic disorder', 'neurological disorders', 'disorder, neurological', 'disorders, neurological', 'neurological disorder'], ['cardiovascular diseases', 'cardiovascular diseases', 'cardiovascular disease', 'disease, cardiovascular', 'cardiac events', 'cardiac event', 'event, cardiac', 'adverse cardiac event', 'adverse cardiac events', 'cardiac event, adverse', 'cardiac events, adverse', 'major adverse cardiac events'], ['tachycardia, supraventricular', 'tachycardia, supraventricular', 'supraventricular tachycardia', 'supraventricular tachycardias', 'tachycardias, supraventricular'], ['pneumonia', 'pneumonia', 'pneumonias', 'experimental lung inflammation', 'experimental lung inflammations', 'inflammation, experimental lung', 'lung inflammation, experimental', 'lung inflammations, experimental', 'lobar pneumonia', 'lobar pneumonias', 'pneumonias, lobar', 'pneumonia, lobar', 'pneumonitis', 'pneumonitides', 'lung inflammation', 'inflammation, lung', 'inflammations, lung', 'lung inflammations', 'pulmonary inflammation', 'inflammation, pulmonary', 'inflammations, pulmonary', 'pulmonary inflammations'], ['-1']]"
"['toxicity', 'hypercalcemia', 'hyperphosphatemia', 'milk fever', 'milk fever', 'toxicity', 'toxicity', 'toxicity', 'milk fever', 'milk fever', 'milk fever']","['D064420', 'D006934', 'D054559', 'D010319', 'D010319', 'D064420', 'D064420', 'D064420', 'D010319', 'D010319', 'D010319']","['-1', 'D006934', 'D054559', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']","['toxicity', 'milk fever', 'milk fever', 'toxicity', 'toxicity', 'toxicity', 'milk fever', 'milk fever', 'milk fever']","[['drug-related side effects and adverse reactions', 'drug-related side effects and adverse reactions', 'drug related side effects and adverse reactions', 'side effects of drugs', 'drug-related side effects and adverse reaction', 'drug related side effects and adverse reaction', 'adverse drug reaction', 'adverse drug reactions', 'drug reaction, adverse', 'drug reactions, adverse', 'reactions, adverse drug', 'adverse drug event', 'adverse drug events', 'drug event, adverse', 'drug events, adverse', 'drug side effects', 'drug side effect', 'effects, drug side', 'side effect, drug', 'side effects, drug', 'drug toxicity', 'toxicity, drug', 'drug toxicities', 'toxicities, drug'], ['hypercalcemia', 'hypercalcemia', 'hypercalcemias', 'milk-alkali syndrome', 'milk alkali syndrome', 'syndrome, milk-alkali'], ['hyperphosphatemia', 'hyperphosphatemia', 'hyperphosphatemias'], ['parturient paresis', 'parturient paresis', 'pareses, parturient', 'paresis, parturient', 'parturient pareses', 'milk fever, animal', 'animal milk fever', 'fever, animal milk'], ['parturient paresis', 'parturient paresis', 'pareses, parturient', 'paresis, parturient', 'parturient pareses', 'milk fever, animal', 'animal milk fever', 'fever, animal milk'], ['drug-related side effects and adverse reactions', 'drug-related side effects and adverse reactions', 'drug related side effects and adverse reactions', 'side effects of drugs', 'drug-related side effects and adverse reaction', 'drug related side effects and adverse reaction', 'adverse drug reaction', 'adverse drug reactions', 'drug reaction, adverse', 'drug reactions, adverse', 'reactions, adverse drug', 'adverse drug event', 'adverse drug events', 'drug event, adverse', 'drug events, adverse', 'drug side effects', 'drug side effect', 'effects, drug side', 'side effect, drug', 'side effects, drug', 'drug toxicity', 'toxicity, drug', 'drug toxicities', 'toxicities, drug'], ['drug-related side effects and adverse reactions', 'drug-related side effects and adverse reactions', 'drug related side effects and adverse reactions', 'side effects of drugs', 'drug-related side effects and adverse reaction', 'drug related side effects and adverse reaction', 'adverse drug reaction', 'adverse drug reactions', 'drug reaction, adverse', 'drug reactions, adverse', 'reactions, adverse drug', 'adverse drug event', 'adverse drug events', 'drug event, adverse', 'drug events, adverse', 'drug side effects', 'drug side effect', 'effects, drug side', 'side effect, drug', 'side effects, drug', 'drug toxicity', 'toxicity, drug', 'drug toxicities', 'toxicities, drug'], ['drug-related side effects and adverse reactions', 'drug-related side effects and adverse reactions', 'drug related side effects and adverse reactions', 'side effects of drugs', 'drug-related side effects and adverse reaction', 'drug related side effects and adverse reaction', 'adverse drug reaction', 'adverse drug reactions', 'drug reaction, adverse', 'drug reactions, adverse', 'reactions, adverse drug', 'adverse drug event', 'adverse drug events', 'drug event, adverse', 'drug events, adverse', 'drug side effects', 'drug side effect', 'effects, drug side', 'side effect, drug', 'side effects, drug', 'drug toxicity', 'toxicity, drug', 'drug toxicities', 'toxicities, drug'], ['parturient paresis', 'parturient paresis', 'pareses, parturient', 'paresis, parturient', 'parturient pareses', 'milk fever, animal', 'animal milk fever', 'fever, animal milk']]"
