chemicals,chemical_ids,mapped_chemical_ids,mismatched_chemicals,actual_chemical_names
"['cyproterone acetate', 'ethinyl estradiol', 'cyproterone acetate', 'ethinyl estradiol', 'cpa', 'ee', 'cpa', 'ee', 'oral contraceptives', 'cpa', 'ee', 'cpa', 'ee', 'cpa', 'ee', 'cpa', 'ee']","['D017373', 'D004997', 'D017373', 'D004997', 'D017373', 'D004997', 'D017373', 'D004997', 'D003276', 'D017373', 'D004997', 'D017373', 'D004997', 'D017373', 'D004997', 'D017373', 'D004997']","['D017373', 'D004997', 'D017373', 'D004997', '-1', '-1', '-1', '-1', 'D003276', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']","['cpa', 'ee', 'cpa', 'ee', 'cpa', 'ee', 'cpa', 'ee', 'cpa', 'ee', 'cpa', 'ee']","[['cyproterone acetate', 'cyproterone acetate', 'androcur', 'cyproterone acetate, (1 alpha,2 alpha,9 beta,10 alpha)-isomer', 'cyproterone acetate, (1 alpha,2 alpha)-isomer', 'cyproterone acetate, (17 alpha)-isomer'], ['ethinyl estradiol', 'ethinyl estradiol', 'estradiol, ethinyl', '19-norpregna-1,3,5(10)-trien-20-yne-3,17-diol, (17alpha)-', 'ethynyl estradiol', 'estradiol, ethynyl', 'ethinyloestradiol', 'microfollin', 'microfollin forte', 'estinyl', 'ethinyl estradiol, (8 alpha,9 beta,13 alpha,14 beta)-isomer', 'ethinyl estradiol, (8 alpha,17 alpha)-isomer', 'ethinyl estradiol hemihydrate', 'hemihydrate, ethinyl estradiol', 'ethinyl estradiol, (9 beta,17 alpha)-isomer', 'ethinyl estradiol, (8 alpha)-isomer', 'ethinyl-oestradiol effik', 'ethinyl oestradiol effik', 'ethinylestradiol jenapharm', 'jenapharm, ethinylestradiol', 'lynoral', 'progynon c'], ['cyproterone acetate', 'cyproterone acetate', 'androcur', 'cyproterone acetate, (1 alpha,2 alpha,9 beta,10 alpha)-isomer', 'cyproterone acetate, (1 alpha,2 alpha)-isomer', 'cyproterone acetate, (17 alpha)-isomer'], ['ethinyl estradiol', 'ethinyl estradiol', 'estradiol, ethinyl', '19-norpregna-1,3,5(10)-trien-20-yne-3,17-diol, (17alpha)-', 'ethynyl estradiol', 'estradiol, ethynyl', 'ethinyloestradiol', 'microfollin', 'microfollin forte', 'estinyl', 'ethinyl estradiol, (8 alpha,9 beta,13 alpha,14 beta)-isomer', 'ethinyl estradiol, (8 alpha,17 alpha)-isomer', 'ethinyl estradiol hemihydrate', 'hemihydrate, ethinyl estradiol', 'ethinyl estradiol, (9 beta,17 alpha)-isomer', 'ethinyl estradiol, (8 alpha)-isomer', 'ethinyl-oestradiol effik', 'ethinyl oestradiol effik', 'ethinylestradiol jenapharm', 'jenapharm, ethinylestradiol', 'lynoral', 'progynon c'], ['cyproterone acetate', 'cyproterone acetate', 'androcur', 'cyproterone acetate, (1 alpha,2 alpha,9 beta,10 alpha)-isomer', 'cyproterone acetate, (1 alpha,2 alpha)-isomer', 'cyproterone acetate, (17 alpha)-isomer'], ['ethinyl estradiol', 'ethinyl estradiol', 'estradiol, ethinyl', '19-norpregna-1,3,5(10)-trien-20-yne-3,17-diol, (17alpha)-', 'ethynyl estradiol', 'estradiol, ethynyl', 'ethinyloestradiol', 'microfollin', 'microfollin forte', 'estinyl', 'ethinyl estradiol, (8 alpha,9 beta,13 alpha,14 beta)-isomer', 'ethinyl estradiol, (8 alpha,17 alpha)-isomer', 'ethinyl estradiol hemihydrate', 'hemihydrate, ethinyl estradiol', 'ethinyl estradiol, (9 beta,17 alpha)-isomer', 'ethinyl estradiol, (8 alpha)-isomer', 'ethinyl-oestradiol effik', 'ethinyl oestradiol effik', 'ethinylestradiol jenapharm', 'jenapharm, ethinylestradiol', 'lynoral', 'progynon c'], ['cyproterone acetate', 'cyproterone acetate', 'androcur', 'cyproterone acetate, (1 alpha,2 alpha,9 beta,10 alpha)-isomer', 'cyproterone acetate, (1 alpha,2 alpha)-isomer', 'cyproterone acetate, (17 alpha)-isomer'], ['ethinyl estradiol', 'ethinyl estradiol', 'estradiol, ethinyl', '19-norpregna-1,3,5(10)-trien-20-yne-3,17-diol, (17alpha)-', 'ethynyl estradiol', 'estradiol, ethynyl', 'ethinyloestradiol', 'microfollin', 'microfollin forte', 'estinyl', 'ethinyl estradiol, (8 alpha,9 beta,13 alpha,14 beta)-isomer', 'ethinyl estradiol, (8 alpha,17 alpha)-isomer', 'ethinyl estradiol hemihydrate', 'hemihydrate, ethinyl estradiol', 'ethinyl estradiol, (9 beta,17 alpha)-isomer', 'ethinyl estradiol, (8 alpha)-isomer', 'ethinyl-oestradiol effik', 'ethinyl oestradiol effik', 'ethinylestradiol jenapharm', 'jenapharm, ethinylestradiol', 'lynoral', 'progynon c'], ['contraceptives, oral', 'contraceptives, oral', 'oral contraceptive', 'contraceptive, oral', 'oral contraceptives', 'oral contraceptives, low-dose', 'contraceptives, low-dose oral', 'low-dose oral contraceptives', 'oral contraceptives, low dose', 'low-dose oral contraceptive', 'contraceptive, low-dose oral', 'low dose oral contraceptive', 'oral contraceptive, low-dose', 'oral contraceptives, phasic', 'contraceptives, phasic oral', 'phasic oral contraceptives'], ['cyproterone acetate', 'cyproterone acetate', 'androcur', 'cyproterone acetate, (1 alpha,2 alpha,9 beta,10 alpha)-isomer', 'cyproterone acetate, (1 alpha,2 alpha)-isomer', 'cyproterone acetate, (17 alpha)-isomer'], ['ethinyl estradiol', 'ethinyl estradiol', 'estradiol, ethinyl', '19-norpregna-1,3,5(10)-trien-20-yne-3,17-diol, (17alpha)-', 'ethynyl estradiol', 'estradiol, ethynyl', 'ethinyloestradiol', 'microfollin', 'microfollin forte', 'estinyl', 'ethinyl estradiol, (8 alpha,9 beta,13 alpha,14 beta)-isomer', 'ethinyl estradiol, (8 alpha,17 alpha)-isomer', 'ethinyl estradiol hemihydrate', 'hemihydrate, ethinyl estradiol', 'ethinyl estradiol, (9 beta,17 alpha)-isomer', 'ethinyl estradiol, (8 alpha)-isomer', 'ethinyl-oestradiol effik', 'ethinyl oestradiol effik', 'ethinylestradiol jenapharm', 'jenapharm, ethinylestradiol', 'lynoral', 'progynon c'], ['cyproterone acetate', 'cyproterone acetate', 'androcur', 'cyproterone acetate, (1 alpha,2 alpha,9 beta,10 alpha)-isomer', 'cyproterone acetate, (1 alpha,2 alpha)-isomer', 'cyproterone acetate, (17 alpha)-isomer']]"
"['leuprolide acetate', 'lhrh-a', 'flutamide', 'testosterone']","['D016729', 'D016729', 'D005485', 'D013739']","['D016729', '-1', 'D005485', 'D013739']",['lhrh-a'],"[['leuprolide', 'leuprolide', 'leuprorelin', 'tap-144', 'tap144', 'tap 144', 'enantone', 'leuprolide, (l-leu)-isomer', 'leuprolide, (dl-leu)-isomer', 'leuprolide monoacetate', 'monoacetate, leuprolide', 'leuprolide acetate', 'acetate, leuprolide', 'lupron', 'a-43818', 'a43818', 'a 43818']]"
"['amphotericin b', 'amphotericin b', 'amb', 'posaconazole', 'amb', 'amb']","['D000666', 'D000666', 'D000666', 'C101425', 'D000666', 'D000666']","['D000666', 'D000666', '-1', '-1', '-1', '-1']","['amb', 'posaconazole', 'amb', 'amb']","[['amphotericin b', 'amphotericin b', 'amphotericin b cholesterol dispersion', 'amphotericin b colloidal dispersion', 'fungizone', 'amphocil', 'amphotericin'], ['amphotericin b', 'amphotericin b', 'amphotericin b cholesterol dispersion', 'amphotericin b colloidal dispersion', 'fungizone', 'amphocil', 'amphotericin'], ['amphotericin b', 'amphotericin b', 'amphotericin b cholesterol dispersion', 'amphotericin b colloidal dispersion', 'fungizone', 'amphocil', 'amphotericin'], ['Unknown']]"
"['organophosphate', 'organophosphorus', 'op', 'diisopropylfluorophosphate', 'dfp', 'sarin', 'soman', 'ops', 'acetylcholine', 'ach', 'dfp', 'pralidoxime-2-chloride', '2pam', 'diazepam', 'adenosine', 'n(6)-cyclopentyl adenosine', 'cpa', 'nmda', 'dizocilpine maleate', 'atropine sulfate', 'dfp', 'atropine sulfate', 'dfp', 'dfp', 'dfp', 'atropine', 'op', 'cpa', 'diazepam', '2pam', 'dfp', 'atropine', 'atropine', 'mk801', 'dfp', 'cpa', 'diazepam', '2pam', 'atropine', 'dfp']","['D010755', 'D010755', 'D010755', 'D007531', 'D007531', 'D012524', 'D012999', 'D010755', 'D000109', 'D000109', 'D007531', 'D011220', 'D011220', 'D003975', 'D000241', 'C048599', 'C048599', 'D016202', 'D016291', 'D001285', 'D007531', 'D001285', 'D007531', 'D007531', 'D007531', 'D001285', 'D010755', 'C048599', 'D003975', 'D011220', 'D007531', 'D001285', 'D001285', 'D016291', 'D007531', 'C048599', 'D003975', 'D011220', 'D001285', 'D007531']","['D010755', '-1', '-1', 'D007531', 'D007531', 'D012524', 'D012999', '-1', 'D000109', '-1', 'D007531', '-1', '-1', 'D003975', 'D000241', '-1', '-1', 'D016202', 'D016291', 'D001285', 'D007531', 'D001285', 'D007531', 'D007531', 'D007531', 'D001285', '-1', '-1', 'D003975', '-1', 'D007531', 'D001285', 'D001285', 'D016291', 'D007531', '-1', 'D003975', '-1', 'D001285', 'D007531']","['organophosphorus', 'op', 'ops', 'ach', 'pralidoxime-2-chloride', '2pam', 'n(6)-cyclopentyl adenosine', 'cpa', 'op', 'cpa', '2pam', 'cpa', '2pam']","[['organophosphates', 'organophosphates', 'organophosphate', 'phosphoric acid esters', 'acid esters, phosphoric', 'esters, phosphoric acid', 'phosphates, organic', 'organic phosphates', 'organopyrophosphates'], ['organophosphates', 'organophosphates', 'organophosphate', 'phosphoric acid esters', 'acid esters, phosphoric', 'esters, phosphoric acid', 'phosphates, organic', 'organic phosphates', 'organopyrophosphates'], ['organophosphates', 'organophosphates', 'organophosphate', 'phosphoric acid esters', 'acid esters, phosphoric', 'esters, phosphoric acid', 'phosphates, organic', 'organic phosphates', 'organopyrophosphates'], ['isoflurophate', 'isoflurophate', 'dfp', 'diisopropylfluorophosphate', 'diisopropylphosphofluoridate', 'fluorostigmine', 'fluostigmine', 'bis(1-methylethyl) phosphorofluoridate', 'di-isopropylphosphorofluoridate', 'di isopropylphosphorofluoridate', 'floropryl', 'dyflos'], ['isoflurophate', 'isoflurophate', 'dfp', 'diisopropylfluorophosphate', 'diisopropylphosphofluoridate', 'fluorostigmine', 'fluostigmine', 'bis(1-methylethyl) phosphorofluoridate', 'di-isopropylphosphorofluoridate', 'di isopropylphosphorofluoridate', 'floropryl', 'dyflos'], ['sarin', 'sarin', 'o-isopropylmethyl phosphonofluoridate', 'o isopropylmethyl phosphonofluoridate', 'phosphonofluoridate, o-isopropylmethyl', 'ortho-isopropylmethyl phosphonofluoridate', 'ortho isopropylmethyl phosphonofluoridate', 'phosphonofluoridate, ortho-isopropylmethyl', 'sarin gas', 'gas, sarin'], ['soman', 'soman', 'pinacolyl methylphosphonofluoridate', 'methylphosphonofluoridate, pinacolyl'], ['organophosphates', 'organophosphates', 'organophosphate', 'phosphoric acid esters', 'acid esters, phosphoric', 'esters, phosphoric acid', 'phosphates, organic', 'organic phosphates', 'organopyrophosphates'], ['acetylcholine', 'acetylcholine', '2-(acetyloxy)-n,n,n-trimethylethanaminium', 'miochol', 'acetylcholine bromide', 'bromide, acetylcholine', 'bromoacetylcholine', 'acetylcholine chloride', 'chloroacetylcholine', 'acetylcholine iodide', 'iodide, acetylcholine', 'acetylcholine sulfate (1:1)', 'acetylcholine hydroxide', 'hydroxide, acetylcholine', 'acetylcholine fluoride', 'fluoride, acetylcholine', 'acetylcholine picrate (1:1)', 'acetylcholine picrate', 'acetylcholine l-tartrate', 'acetylcholine l tartrate', 'l-tartrate, acetylcholine', 'acetylcholine perchlorate', 'perchlorate, acetylcholine', 'acetilcolina cusi', 'cusi, acetilcolina'], ['acetylcholine', 'acetylcholine', '2-(acetyloxy)-n,n,n-trimethylethanaminium', 'miochol', 'acetylcholine bromide', 'bromide, acetylcholine', 'bromoacetylcholine', 'acetylcholine chloride', 'chloroacetylcholine', 'acetylcholine iodide', 'iodide, acetylcholine', 'acetylcholine sulfate (1:1)', 'acetylcholine hydroxide', 'hydroxide, acetylcholine', 'acetylcholine fluoride', 'fluoride, acetylcholine', 'acetylcholine picrate (1:1)', 'acetylcholine picrate', 'acetylcholine l-tartrate', 'acetylcholine l tartrate', 'l-tartrate, acetylcholine', 'acetylcholine perchlorate', 'perchlorate, acetylcholine', 'acetilcolina cusi', 'cusi, acetilcolina'], ['isoflurophate', 'isoflurophate', 'dfp', 'diisopropylfluorophosphate', 'diisopropylphosphofluoridate', 'fluorostigmine', 'fluostigmine', 'bis(1-methylethyl) phosphorofluoridate', 'di-isopropylphosphorofluoridate', 'di isopropylphosphorofluoridate', 'floropryl', 'dyflos'], ['pralidoxime compounds', 'pralidoxime compounds', 'compounds, pralidoxime', 'pyridine aldoxime methyl compounds', '2-pam compounds', '2 pam compounds', 'compounds, 2-pam'], ['pralidoxime compounds', 'pralidoxime compounds', 'compounds, pralidoxime', 'pyridine aldoxime methyl compounds', '2-pam compounds', '2 pam compounds', 'compounds, 2-pam']]"
"['estrogen', 'imidazoline', 'estrogen', 'clonidine', 'estrogen', 'rilmenidine', 'alpha-methyldopa', 'estrogen', 'rilmenidine', 'alpha-methyldopa', 'alpha-methyldopa', 'alpha-methyldopa', 'rilmenidine', 'alpha-methyldopa', '17beta-estradiol', 'alpha-methyldopa', 'estrogen', 'alpha-methyldopa', 'estrogen']","['D004967', 'D048288', 'D004967', 'D003000', 'D004967', 'C032302', 'D008750', 'D004967', 'C032302', 'D008750', 'D008750', 'D008750', 'C032302', 'D008750', 'D004958', 'D008750', 'D004967', 'D008750', 'D004967']","['D004967', 'D048288', 'D004967', 'D003000', 'D004967', 'D000077769', 'D008750', 'D004967', 'D000077769', 'D008750', 'D008750', 'D008750', 'D000077769', 'D008750', '-1', 'D008750', 'D004967', 'D008750', 'D004967']",['17beta-estradiol'],"[['estrogens', 'estrogens', 'estrogen', 'estrogen receptor agonists', 'agonists, estrogen receptor', 'receptor agonists, estrogen', 'estrogenic agents', 'agents, estrogenic', 'estrogenic compounds', 'compounds, estrogenic', 'estrogen effect', 'estrogen effects', 'effects, estrogen', 'estrogenic effect', 'estrogenic effects', 'effects, estrogenic']]"
"['tincture of crataegus', 'isoproterenol', 'tincture of crataegus', 'tcr', 'alcoholic extract of the berries of hawthorn', 'crataegus oxycantha', 'tcr', 'tcr', 'isoproterenol', 'tcr', 'isoproterenol', 'adp', 'oxygen', 'tcr', 'isoproterenol', 'tcr', 'isoproterenol']","['C007145', 'D007545', 'C007145', 'C007145', 'C007145', 'C007145', 'C007145', 'C007145', 'D007545', 'C007145', 'D007545', 'D000244', 'D010100', 'C007145', 'D007545', 'C007145', 'D007545']","['-1', 'D007545', '-1', '-1', '-1', '-1', '-1', '-1', 'D007545', '-1', 'D007545', 'D000244', 'D010100', '-1', 'D007545', '-1', 'D007545']","['tincture of crataegus', 'tincture of crataegus', 'tcr', 'alcoholic extract of the berries of hawthorn', 'crataegus oxycantha', 'tcr', 'tcr', 'tcr', 'tcr', 'tcr']","[['Unknown'], ['isoproterenol', 'isoproterenol', 'isopropylarterenol', 'isopropylnoradrenaline', 'isoprenaline', '4-(1-hydroxy-2-((1-methylethyl)amino)ethyl)-1,2-benzenediol', 'isopropyl noradrenaline', 'noradrenaline, isopropyl', 'isopropylnorepinephrine', 'isoproterenol hydrochloride', 'hydrochloride, isoproterenol', 'isoproterenol sulfate', 'sulfate, isoproterenol', 'euspiran', 'novodrin', 'norisodrine', 'izadrin', 'isuprel', 'isadrine', 'isadrin'], ['Unknown'], ['Unknown'], ['Unknown'], ['Unknown'], ['Unknown'], ['Unknown'], ['isoproterenol', 'isoproterenol', 'isopropylarterenol', 'isopropylnoradrenaline', 'isoprenaline', '4-(1-hydroxy-2-((1-methylethyl)amino)ethyl)-1,2-benzenediol', 'isopropyl noradrenaline', 'noradrenaline, isopropyl', 'isopropylnorepinephrine', 'isoproterenol hydrochloride', 'hydrochloride, isoproterenol', 'isoproterenol sulfate', 'sulfate, isoproterenol', 'euspiran', 'novodrin', 'norisodrine', 'izadrin', 'isuprel', 'isadrine', 'isadrin'], ['Unknown']]"
"['gnc92h2', 'cocaine', 'gnc92h2', 'cocaine', 'gnc92h2', 'gnc92h2', 'cocaine', 'cocaine', 'gnc92h2', 'gnc92h2', 'cocaine', 'gnc92h2']","['-1', 'D003042', '-1', 'D003042', '-1', '-1', 'D003042', 'D003042', '-1', '-1', 'D003042', '-1']","['-1', 'D003042', '-1', 'D003042', '-1', '-1', 'D003042', 'D003042', '-1', '-1', 'D003042', '-1']","['gnc92h2', 'gnc92h2', 'gnc92h2', 'gnc92h2', 'gnc92h2', 'gnc92h2', 'gnc92h2']","[['Unknown'], ['cocaine', 'cocaine', 'cocaine hydrochloride', 'hydrochloride, cocaine', 'cocaine hcl', 'hcl, cocaine'], ['Unknown'], ['cocaine', 'cocaine', 'cocaine hydrochloride', 'hydrochloride, cocaine', 'cocaine hcl', 'hcl, cocaine'], ['Unknown'], ['Unknown'], ['cocaine', 'cocaine', 'cocaine hydrochloride', 'hydrochloride, cocaine', 'cocaine hcl', 'hcl, cocaine']]"
"['cholesterol', 'extract of daucus carota seeds', 'dce', 'diazepam', 'scopolamine', 'dce', 'dce', 'dce', 'scopolamine', 'diazepam', 'daucus carota extract', 'cholesterol', 'dce', 'cholesterol', 'dce', 'dce', 'cholesterol']","['D002784', 'D010936', 'D010936', 'D003975', 'D012601', 'D010936', 'D010936', 'D010936', 'D012601', 'D003975', 'D010936', 'D002784', 'D010936', 'D002784', 'D010936', 'D010936', 'D002784']","['D002784', '-1', '-1', 'D003975', 'D012601', '-1', '-1', '-1', 'D012601', 'D003975', '-1', 'D002784', '-1', 'D002784', '-1', '-1', 'D002784']","['extract of daucus carota seeds', 'dce', 'dce', 'dce', 'dce', 'daucus carota extract', 'dce', 'dce', 'dce']","[['cholesterol', 'cholesterol', 'epicholesterol'], ['plant extracts', 'plant extracts', 'extracts, plant', 'plant extract', 'extract, plant', 'herbal medicines', 'medicines, herbal'], ['plant extracts', 'plant extracts', 'extracts, plant', 'plant extract', 'extract, plant', 'herbal medicines', 'medicines, herbal'], ['diazepam', 'diazepam', '7-chloro-1,3-dihydro-1-methyl-5-phenyl-2h-1,4-benzodiazepin-2-one', 'sibazon', 'valium', 'diazemuls', 'stesolid', 'apaurin', 'faustan', 'relanium', 'seduxen'], ['scopolamine', 'scopolamine', 'hyoscine', 'transderm scop', 'transderm-v', 'transderm v', 'scopoderm tts', 'scopace', 'isopto hyoscine', 'kwells', 'scopolamine hydrobromide', 'scopolamine cooper', 'travacalm ho', 'vorigeno', 'boro-scopol', 'boro scopol', 'scoburen'], ['plant extracts', 'plant extracts', 'extracts, plant', 'plant extract', 'extract, plant', 'herbal medicines', 'medicines, herbal'], ['plant extracts', 'plant extracts', 'extracts, plant', 'plant extract', 'extract, plant', 'herbal medicines', 'medicines, herbal'], ['plant extracts', 'plant extracts', 'extracts, plant', 'plant extract', 'extract, plant', 'herbal medicines', 'medicines, herbal'], ['scopolamine', 'scopolamine', 'hyoscine', 'transderm scop', 'transderm-v', 'transderm v', 'scopoderm tts', 'scopace', 'isopto hyoscine', 'kwells', 'scopolamine hydrobromide', 'scopolamine cooper', 'travacalm ho', 'vorigeno', 'boro-scopol', 'boro scopol', 'scoburen']]"
"['steroid', 'steroid', 'triamcinolone', 'bupivacaine', 'steroid', 'bupivacaine', 'triamcinolone diacetate', 'steroid', 'steroid']","['D013256', 'D013256', 'D014221', 'D002045', 'D013256', 'D002045', 'C030262', 'D013256', 'D013256']","['D013256', 'D013256', 'D014221', 'D002045', 'D013256', 'D002045', '-1', 'D013256', 'D013256']",['triamcinolone diacetate'],"[['steroids', 'steroids', 'steroid', 'catatoxic steroids', 'steroids, catatoxic']]"
"['testosterone', 'estrogen', 'testosterone', 'estradiol- and testosterone esters', 'cholesterol', 'alcohol', 'testosterone']","['D013739', 'D004967', 'D013739', 'C032109', 'D002784', 'D000431', 'D013739']","['D013739', 'D004967', 'D013739', '-1', 'D002784', '-1', 'D013739']","['estradiol- and testosterone esters', 'alcohol']","[['testosterone', 'testosterone', '17-beta-hydroxy-4-androsten-3-one', '17 beta hydroxy 4 androsten 3 one', 'testosterone sulfate', 'sustanon', '8-isotestosterone', '8 isotestosterone', '17-beta-hydroxy-8 alpha-4-androsten-3-one', '17 beta hydroxy 8 alpha 4 androsten 3 one', 'androderm', 'androgel', 'andropatch', 'androtop', 'histerone', 'sterotate', 'testim', 'testoderm', 'testolin', 'testopel'], ['estrogens', 'estrogens', 'estrogen', 'estrogen receptor agonists', 'agonists, estrogen receptor', 'receptor agonists, estrogen', 'estrogenic agents', 'agents, estrogenic', 'estrogenic compounds', 'compounds, estrogenic', 'estrogen effect', 'estrogen effects', 'effects, estrogen', 'estrogenic effect', 'estrogenic effects', 'effects, estrogenic']]"
"['levetiracetam', 'valproate', 'levetiracetam', 'lev', 'lev', 'valproate', 'vpa', 'lev']","['C026098', 'D014635', 'C026098', 'C026098', 'C026098', 'D014635', 'D014635', 'C026098']","['D000077287', 'D014635', 'D000077287', '-1', '-1', 'D014635', '-1', '-1']","['lev', 'lev', 'vpa', 'lev']","[['Unknown'], ['valproic acid', 'valproic acid', 'divalproex', '2-propylpentanoic acid', '2 propylpentanoic acid', 'valproate sodium', 'sodium valproate', 'valproate', 'dipropyl acetate', 'magnesium valproate', 'divalproex sodium', 'semisodium valproate', 'depakote', 'vupral', 'ergenyl', 'depakene', 'convulsofin', 'depakine', 'valproic acid, sodium salt (2:1)', 'calcium valproate', 'valproate calcium', 'propylisopropylacetic acid'], ['Unknown'], ['Unknown']]"
"['norepinephrine', 'cocaine', 'cocaine', 'cocaine', 'cocaine', 'dopamine', 'norepinephrine', 'ne', 'cocaine', 'cocaine', 'cocaine', 'cocaine', 'disulfiram', 'dopamine', 'propranolol', 'cocaine', 'prazosin', 'yohimbine', 'cocaine']","['D009638', 'D003042', 'D003042', 'D003042', 'D003042', 'D004298', 'D009638', 'D009638', 'D003042', 'D003042', 'D003042', 'D003042', 'D004221', 'D004298', 'D011433', 'D003042', 'D011224', 'D015016', 'D003042']","['D009638', 'D003042', 'D003042', 'D003042', 'D003042', 'D004298', 'D009638', '-1', 'D003042', 'D003042', 'D003042', 'D003042', 'D004221', 'D004298', 'D011433', 'D003042', 'D011224', 'D015016', 'D003042']",['ne'],"[['norepinephrine', 'norepinephrine', 'levarterenol', 'levonorepinephrine', 'noradrenaline', 'arterenol', 'norepinephrine, (+,-)-isomer', 'norepinephrine, (+)-isomer', 'norepinephrine d-tartrate (1:1)', 'norepinephrin d-tartrate (1:1)', 'norepinephrine hydrochloride', 'norepinephrine l-tartrate (1:1), (+,-)-isomer', 'norepinephrine hydrochloride, (+)-isomer', 'norepinephrine l-tartrate (1:1), monohydrate', 'norepinephrine bitartrate', 'noradrenaline bitartrate', 'norepinephrine l-tartrate (1:1)', 'norepinephrine hydrochloride, (+,-)-isomer', 'norepinephrine l-tartrate (1:1), monohydrate, (+)-isomer', 'norepinephrine l-tartrate, (+)-isomer', 'norepinephrine l-tartrate (1:2)', 'levonor', 'levophed', 'levophed bitartrate', 'noradrénaline tartrate renaudin']]"
"['green tea', 'vitamin e', 'isoproterenol', 'green tea', 'vitamin e', 'isoproterenol', 'iso', 'iso', 'ca', 'na', 'k', 'mg', 'green tea', 'vitamin e', 'iso', 'ca', 'na', 'k', 'mg', 'iso', 'green tea', 'vitamin e', 'green tea', 'vitamin e', 'iso']","['D010936', 'D014810', 'D007545', 'D010936', 'D014810', 'D007545', 'D007545', 'D007545', 'D002118', 'D012964', 'D011188', 'D008274', 'D010936', 'D014810', 'D007545', 'D002118', 'D012964', 'D011188', 'D008274', 'D007545', 'D010936', 'D014810', 'D010936', 'D014810', 'D007545']","['D013662', 'D014810', 'D007545', 'D013662', 'D014810', 'D007545', '-1', '-1', '-1', '-1', '-1', '-1', 'D013662', 'D014810', '-1', '-1', '-1', '-1', '-1', '-1', 'D013662', 'D014810', 'D013662', 'D014810', '-1']","['iso', 'iso', 'ca', 'na', 'k', 'mg', 'iso', 'ca', 'na', 'k', 'mg', 'iso', 'iso']","[['plant extracts', 'plant extracts', 'extracts, plant', 'plant extract', 'extract, plant', 'herbal medicines', 'medicines, herbal'], ['vitamin e', 'vitamin e'], ['isoproterenol', 'isoproterenol', 'isopropylarterenol', 'isopropylnoradrenaline', 'isoprenaline', '4-(1-hydroxy-2-((1-methylethyl)amino)ethyl)-1,2-benzenediol', 'isopropyl noradrenaline', 'noradrenaline, isopropyl', 'isopropylnorepinephrine', 'isoproterenol hydrochloride', 'hydrochloride, isoproterenol', 'isoproterenol sulfate', 'sulfate, isoproterenol', 'euspiran', 'novodrin', 'norisodrine', 'izadrin', 'isuprel', 'isadrine', 'isadrin'], ['plant extracts', 'plant extracts', 'extracts, plant', 'plant extract', 'extract, plant', 'herbal medicines', 'medicines, herbal'], ['vitamin e', 'vitamin e'], ['isoproterenol', 'isoproterenol', 'isopropylarterenol', 'isopropylnoradrenaline', 'isoprenaline', '4-(1-hydroxy-2-((1-methylethyl)amino)ethyl)-1,2-benzenediol', 'isopropyl noradrenaline', 'noradrenaline, isopropyl', 'isopropylnorepinephrine', 'isoproterenol hydrochloride', 'hydrochloride, isoproterenol', 'isoproterenol sulfate', 'sulfate, isoproterenol', 'euspiran', 'novodrin', 'norisodrine', 'izadrin', 'isuprel', 'isadrine', 'isadrin'], ['isoproterenol', 'isoproterenol', 'isopropylarterenol', 'isopropylnoradrenaline', 'isoprenaline', '4-(1-hydroxy-2-((1-methylethyl)amino)ethyl)-1,2-benzenediol', 'isopropyl noradrenaline', 'noradrenaline, isopropyl', 'isopropylnorepinephrine', 'isoproterenol hydrochloride', 'hydrochloride, isoproterenol', 'isoproterenol sulfate', 'sulfate, isoproterenol', 'euspiran', 'novodrin', 'norisodrine', 'izadrin', 'isuprel', 'isadrine', 'isadrin'], ['isoproterenol', 'isoproterenol', 'isopropylarterenol', 'isopropylnoradrenaline', 'isoprenaline', '4-(1-hydroxy-2-((1-methylethyl)amino)ethyl)-1,2-benzenediol', 'isopropyl noradrenaline', 'noradrenaline, isopropyl', 'isopropylnorepinephrine', 'isoproterenol hydrochloride', 'hydrochloride, isoproterenol', 'isoproterenol sulfate', 'sulfate, isoproterenol', 'euspiran', 'novodrin', 'norisodrine', 'izadrin', 'isuprel', 'isadrine', 'isadrin'], ['calcium', 'calcium', 'calcium-40', 'calcium 40', 'factor iv', 'coagulation factor iv', 'factor iv, coagulation', 'blood coagulation factor iv'], ['sodium', 'sodium', 'sodium-23', 'sodium 23', 'sodium ion level', 'ion level, sodium', 'level, sodium ion'], ['potassium', 'potassium'], ['magnesium', 'magnesium'], ['plant extracts', 'plant extracts', 'extracts, plant', 'plant extract', 'extract, plant', 'herbal medicines', 'medicines, herbal']]"
