article_code,title,abstract,chemicals,diseases,chemical_start_indices,chemical_end_indices,disease_start_indices,disease_end_indices,chemical_ids,disease_ids,CID_chemical,CID_disease
2505783,Chloroacetaldehyde and its contribution to urotoxicity during treatment with cyclophosphamide or ifosfamide. An experimental study/short communication.,"Based on clinical data, indicating that chloroacetaldehyde (CAA) is an important metabolite of oxazaphosphorine cytostatics, an experimental study was carried out in order to elucidate the role of CAA in the development of hemorrhagic cystitis. The data demonstrate that CAA after i.v. administration does not contribute to bladder damage. When instilled directly into the bladder, CAA exerts urotoxic effects, it is, however, susceptible to detoxification with mesna.","['Chloroacetaldehyde', 'cyclophosphamide', 'ifosfamide', 'chloroacetaldehyde', 'CAA', 'CAA', 'CAA', 'CAA', 'mesna']","['hemorrhagic cystitis', 'bladder damage']","['0', '77', '97', '192', '212', '349', '423', '534', '614']","['18', '93', '107', '210', '215', '352', '426', '537', '619']","['375', '476']","['395', '490']","['C004656', 'D003520', 'D007069', 'C004656', 'C004656', 'C004656', 'C004656', 'C004656', 'D015080']","['D006470|D003556', 'D001745']","['C004656', 'C004656']","['D003556', 'D006470']"
2515254,Source of pain and primitive dysfunction in migraine: an identical site?,"Twenty common migraine patients received a one sided frontotemporal application of nitroglycerin (10 patients) or placebo ointment (10 patients) in a double blind study. Early onset migraine attacks were induced by nitroglycerin in seven out of 10 patients versus no patient in the placebo group. Subsequently 20 migraine patients, who developed an early onset attack with frontotemporal nitroglycerin, received the drug in a second induction test at other body areas. No early onset migraine was observed. Thus the migraine-inducing effect of nitroglycerin seems to depend on direct stimulation of the habitual site of pain, suggesting that the frontotemporal region is of crucial importance in the development of a migraine crisis. This is not consistent with a CNS origin of migraine attack.","['nitroglycerin', 'nitroglycerin', 'nitroglycerin', 'nitroglycerin']","['pain', 'migraine', 'migraine', 'migraine', 'migraine', 'migraine', 'migraine', 'pain', 'migraine', 'migraine']","['156', '288', '461', '617']","['169', '301', '474', '630']","['10', '44', '87', '255', '386', '557', '589', '693', '790', '851']","['14', '52', '95', '263', '394', '565', '597', '697', '798', '859']","['D005996', 'D005996', 'D005996', 'D005996']","['D010146', 'D008881', 'D008881', 'D008881', 'D008881', 'D008881', 'D008881', 'D010146', 'D008881', 'D008881']",['D005996'],['D008881']
2572625,Clotiazepam-induced acute hepatitis.,"We report the case of a patient who developed acute hepatitis with extensive hepatocellular necrosis, 7 months after the onset of administration of clotiazepam, a thienodiazepine derivative. Clotiazepam withdrawal was followed by prompt recovery. The administration of several benzodiazepines, chemically related to clotiazepam, did not interfere with recovery and did not induce any relapse of hepatitis. This observation shows that clotiazepam can induce acute hepatitis and suggests that there is no cross hepatotoxicity between clotiazepam and several benzodiazepines.","['Clotiazepam', 'clotiazepam', 'thienodiazepine', 'Clotiazepam', 'benzodiazepines', 'clotiazepam', 'clotiazepam', 'clotiazepam', 'benzodiazepines']","['hepatitis', 'hepatitis', 'extensive hepatocellular necrosis', 'hepatitis', 'hepatitis', 'hepatotoxicity']","['0', '185', '200', '228', '314', '353', '471', '569', '593']","['11', '196', '215', '239', '329', '364', '482', '580', '608']","['26', '89', '104', '432', '500', '546']","['35', '98', '137', '441', '509', '560']","['C084599', 'C084599', 'C013295', 'C084599', 'D001569', 'C084599', 'C084599', 'C084599', 'D001569']","['D056486', 'D056486', 'D047508', 'D056486', 'D056486', 'D056486']",['C084599'],['D056486']
2632720,Arterial hypertension as a complication of prolonged ketoconazole treatment.,"Two of 14 patients with Cushing's syndrome treated on a long-term basis with ketoconazole developed sustained hypertension. In both cases normal plasma and urinary free cortisol levels had been achieved following ketoconazole therapy, yet continuous blood pressure monitoring demonstrated hypertension 31 (patient 1) and 52 weeks (patient 2) after treatment. In patient 1, plasma levels of deoxycorticosterone and 11-deoxycortisol were elevated. In patient 2, in addition to an increase in both deoxycorticosterone and 11-deoxycortisol levels, plasma aldosterone values were raised, with a concomitant suppression of renin levels. Our findings show that long-term treatment with high doses of ketoconazole may induce enzyme blockade leading to mineralocorticoid-related hypertension.","['ketoconazole', 'ketoconazole', 'cortisol', 'ketoconazole', 'deoxycorticosterone', '11-deoxycortisol', 'deoxycorticosterone', '11-deoxycortisol', 'aldosterone', 'ketoconazole']","['hypertension', ""Cushing's syndrome"", 'hypertension', 'hypertension', 'hypertension']","['53', '154', '246', '290', '467', '491', '572', '596', '628', '770']","['65', '166', '254', '302', '486', '507', '591', '612', '639', '782']","['9', '101', '187', '366', '847']","['21', '119', '199', '378', '859']","['D007654', 'D007654', 'D006854', 'D007654', 'D003900', 'D003350', 'D003900', 'D003350', 'D000450', 'D007654']","['D006973', 'D003480', 'D006973', 'D006973', 'D006973']",['D007654'],['D006973']
2670794,Effects of an inhibitor of angiotensin converting enzyme (Captopril) on pulmonary and renal insufficiency due to intravascular coagulation in the rat.,"Induction of intravascular coagulation and inhibition of fibrinolysis by injection of thrombin and tranexamic acid (AMCA) in the rat gives rise to pulmonary and renal insufficiency resembling that occurring after trauma or sepsis in man. Injection of Captopril (1 mg/kg), an inhibitor of angiotensin converting enzyme (ACE), reduced both pulmonary and renal insufficiency in this rat model. The lung weights were lower and PaO2 was improved in rats given this enzyme-blocking agent. The contents of albumin in the lungs were not changed, indicating that Captopril did not influence the extravasation of protein. Renal damage as reflected by an increase in serum urea and in kidney weight was prevented by Captopril. The amount of fibrin in the kidneys was also considerably lower than in animals which received thrombin and AMCA alone. It is suggested that the effects of Captopril on the lungs may be attributable to a vasodilatory effect due to a reduction in the circulating level of Angiotension II and an increase in prostacyclin (secondary to an increase in bradykinin). Captopril may, by the same mechanism, reduce the increase in glomerular filtration that is known to occur after an injection of thrombin, thereby diminishing the aggregation of fibrin monomers in the glomeruli, with the result that less fibrin will be deposited and thus less kidney damage will be produced.","['angiotensin', 'Captopril', 'tranexamic acid', 'AMCA', 'Captopril', 'angiotensin', 'Captopril', 'urea', 'Captopril', 'AMCA', 'Captopril', 'Angiotension II', 'prostacyclin', 'bradykinin', 'Captopril']","['pulmonary and renal insufficiency', 'intravascular coagulation', 'intravascular coagulation', 'pulmonary and renal insufficiency', 'trauma', 'sepsis', 'pulmonary and renal insufficiency', 'Renal damage', 'kidney damage']","['27', '58', '250', '267', '402', '439', '705', '813', '856', '975', '1023', '1138', '1173', '1215', '1228']","['38', '67', '265', '271', '411', '450', '714', '817', '865', '979', '1032', '1153', '1185', '1225', '1237']","['72', '113', '164', '298', '364', '374', '489', '763', '1504']","['105', '138', '189', '331', '370', '380', '522', '775', '1517']","['D000809', 'D002216', 'D014148', 'D014148', 'D002216', 'D000809', 'D002216', 'D014508', 'D002216', 'D014148', 'D002216', 'D000804', 'D011464', 'D001920', 'D002216']","['D011665|D051437', 'D004211', 'D004211', 'D011665|D051437', 'D014947', 'D018805', 'D011665|D051437', 'D007674', 'D007674']",['D014148'],['D004211']
2696505,A randomized comparison of labetalol and nitroprusside for induced hypotension.,"In a randomized study, labetalol-induced hypotension and nitroprusside-induced hypotension were compared in 20 patients (10 in each group) scheduled for major orthopedic procedures. Each patient was subjected to an identical anesthetic protocol and similar drug-induced reductions in mean arterial blood pressure (BP) (50 to 55 mmHg). Nitroprusside infusion was associated with a significant (p less than 0.05) increase in heart rate and cardiac output; rebound hypertension was observed in three patients after discontinuation of nitroprusside. Labetalol administration was not associated with any of these findings. Arterial PO2 decreased in both groups. It was concluded that labetalol offers advantages over nitroprusside.","['labetalol', 'nitroprusside', 'labetalol', 'nitroprusside', 'nitroprusside', 'Labetalol', 'PO2', 'labetalol', 'nitroprusside']","['hypotension', 'hypotension', 'hypotension', 'reductions in mean arterial blood pressure', 'increase in heart rate and cardiac output', 'hypertension']","['27', '41', '103', '137', '611', '626', '707', '759', '792']","['36', '54', '112', '150', '624', '635', '710', '768', '805']","['67', '121', '159', '350', '491', '542']","['78', '132', '170', '392', '532', '554']","['D007741', 'D009599', 'D007741', 'D009599', 'D009599', 'D007741', 'C093415', 'D007741', 'D009599']","['D007022', 'D007022', 'D007022', 'D007022', 'D016534', 'D006973']","['D009599', 'D009599', 'D007741']","['D007022', 'D016534', 'D007022']"
2924746,"Chronic carbamazepine treatment in the rat: efficacy, toxicity, and effect on plasma and tissue folate concentrations.","Folate depletion has often been a problem in chronic antiepileptic drug (AED) therapy. Carbamazepine (CBZ), a commonly used AED, has been implicated in some clinical studies. A rat model was developed to examine the effects of chronic CBZ treatment on folate concentrations in the rat. In the course of developing this model, a common vehicle, propylene glycol, by itself in high doses, was found to exhibit protective properties against induced seizures and inhibited weight gain. Seizures induced by hexafluorodiethyl ether (HFDE) were also found to be a more sensitive measure of protection by CBZ than seizures induced by maximal electroshock (MES). Oral administration of CBZ as an aqueous suspension every 8 h at a dose of 250 mg/kg was continuously protective against HFDE-induced seizures and was minimally toxic as measured by weight gain over 8 weeks of treatment. The CBZ levels measured in plasma and brain of these animals, however, were below those normally considered protective. This treatment with CBZ had no apparent adverse effect on folate concentrations in the rat, and, indeed, the folate concentration increased in liver after 6 weeks of treatment and in plasma at 8 weeks of treatment.","['carbamazepine', 'folate', 'Folate', 'Carbamazepine', 'CBZ', 'CBZ', 'folate', 'propylene glycol', 'hexafluorodiethyl ether', 'HFDE', 'CBZ', 'CBZ', 'HFDE', 'CBZ', 'CBZ', 'folate', 'folate']","['toxicity', 'seizures', 'weight gain', 'Seizures', 'seizures', 'seizures', 'weight gain']","['8', '96', '119', '206', '221', '354', '371', '463', '621', '646', '716', '796', '894', '998', '1134', '1172', '1223']","['21', '102', '125', '219', '224', '357', '377', '479', '644', '650', '719', '799', '898', '1001', '1137', '1178', '1229']","['54', '565', '588', '601', '725', '907', '955']","['62', '573', '599', '609', '733', '915', '966']","['D002220', 'D005492', 'D005492', 'D002220', 'D002220', 'D002220', 'D005492', 'D019946', 'D005481', 'D005481', 'D002220', 'D002220', 'D005481', 'D002220', 'D002220', 'D005492', 'D005492']","['D064420', 'D012640', 'D015430', 'D012640', 'D012640', 'D012640', 'D015430']",['D005481'],['D012640']
2951327,Inhibition of sympathoadrenal activity by atrial natriuretic factor in dogs.,"In six conscious, trained dogs, maintained on a normal sodium intake of 2 to 4 mEq/kg/day, sympathetic activity was assessed as the release rate of norepinephrine and epinephrine during 15-minute i.v. infusions of human alpha-atrial natriuretic factor. Mean arterial pressure (as a percentage of control +/- SEM) during randomized infusions of 0.03, 0.1, 0.3, or 1.0 microgram/kg/min was 99 +/- 1, 95 +/- 1 (p less than 0.05), 93 +/- 1 (p less than 0.01), or 79 +/- 6% (p less than 0.001), respectively, but no tachycardia and no augmentation of the norepinephrine release rate (up to 0.3 microgram/kg/min) were observed, which is in contrast to comparable hypotension induced by hydralazine or nitroglycerin. The release rate of epinephrine (control, 6.7 +/- 0.6 ng/kg/min) declined immediately during infusions of atrial natriuretic factor to a minimum of 49 +/- 5% of control (p less than 0.001) during 0.1 microgram/kg/min and to 63 +/- 5% (0.1 greater than p greater than 0.05) or 95 +/- 13% (not significant) during 0.3 or 1.0 microgram/kg/min. Steady state arterial plasma concentrations of atrial natriuretic factor were 39 +/- 10 pg/ml (n = 6) during infusions of saline and 284 +/- 24 pg/ml (n = 6) and 1520 +/- 300 pg/ml (n = 9) during 0.03 and 0.1 microgram/kg/min infusions of the factor.(ABSTRACT TRUNCATED AT 250 WORDS)","['sodium', 'norepinephrine', 'epinephrine', 'norepinephrine', 'hydralazine', 'nitroglycerin', 'epinephrine']","['tachycardia', 'hypotension']","['132', '225', '244', '627', '757', '772', '807']","['138', '239', '255', '641', '768', '785', '818']","['588', '734']","['599', '745']","['D012964', 'D009638', 'D004837', 'D009638', 'D006830', 'D005996', 'D004837']","['D013610', 'D007022']","['D005996', 'D006830']","['D007022', 'D007022']"
3192036,Death from chemotherapy in gestational trophoblastic disease.,"Multiple cytotoxic drug administration is the generally accepted treatment of patients with a high-risk stage of choriocarcinoma. Based on this principle a 27-year old woman, classified as being in the high-risk group (Goldstein and Berkowitz score: 11), was treated with multiple cytotoxic drugs. The multiple drug schema consisted of: Etoposide 16.213, Methotrexate, Cyclophosphamide, Actomycin-D, and Cisplatin. On the first day of the schedule, moderate high doses of Methotrexate, Etoposide and Cyclophosphamide were administered. Within 8 hours after initiation of therapy the patient died with a clinical picture resembling massive pulmonary obstruction due to choriocarcinomic tissue plugs, probably originating from the uterus. Formation of these plugs was probably due to extensive tumor necrosis at the level of the walls of the major uterine veins, which resulted in an open exchange of tumor plugs to the vascular spaces; decrease in tumor tissue coherence secondary to chemotherapy may have further contributed to the formation of tumor emboli. In view of the close time association between the start of chemotherapy and the acute onset of massive embolism other explanations, such as spontaneous necrosis, must be considered less likely. Patients with large pelvic tumor loads are, according to existing classifications, at high risk to die and to develop drug resistance. Notwithstanding these facts our findings suggest that these patients might benefit from relatively mild initial treatment, especially true for patients not previously exposed to this drug. Close observation of the response status both clinically and with beta-hCG values may indicate whether and when more agressive combination chemotherapy should be started.(ABSTRACT TRUNCATED AT 250 WORDS)","['Etoposide', 'Methotrexate', 'Cyclophosphamide', 'Actomycin-D', 'Cisplatin', 'Methotrexate', 'Etoposide', 'Cyclophosphamide']","['Death', 'gestational trophoblastic disease', 'choriocarcinoma', 'pulmonary obstruction', 'tumor', 'necrosis', 'tumor', 'tumor', 'tumor', 'embolism', 'necrosis', 'pelvic tumor']","['399', '417', '431', '449', '466', '534', '548', '562']","['408', '429', '447', '460', '475', '546', '557', '578']","['0', '27', '175', '701', '854', '860', '961', '1009', '1107', '1224', '1273', '1335']","['5', '60', '190', '722', '859', '868', '966', '1014', '1112', '1232', '1281', '1347']","['D005047', 'D008727', 'D003520', 'D003609', 'D002945', 'D008727', 'D005047', 'D003520']","['D003643', 'D031901', 'D002822', 'D011655', 'D009369', 'D009336', 'D009369', 'D009369', 'D009369', 'D004617', 'D009336', 'D010386']","['D005047', 'D008727', 'D003520']","['D011655', 'D011655', 'D011655']"
3409645,Sexual dysfunction among patients with arthritis.,"The relationship of arthritis and sexual dysfunction was investigated among 169 patients with rheumatoid arthritis, osteoarthritis and spondyloarthropathy, 130 of whom were pair-matched to controls. Assessments of marital happiness and depressed mood were also made using the CES-D and the Azrin Marital Happiness Scale (AMHS). Sexual dysfunctions were found to be common among patients and controls, the majority in both groups reporting one or more dysfunctions. Impotence was more common among male patients than controls and was found to be associated with co-morbidity and the taking of methotrexate. Depressed mood was more common among patients and was associated with certain sexual difficulties, but not with impotence. Marital unhappiness, as indicated by AMHS scores, was not associated with arthritis but was associated with sexual dysfunction, sexual dissatisfaction and being female.",['methotrexate'],"['Sexual dysfunction', 'arthritis', 'arthritis', 'sexual dysfunction', 'rheumatoid arthritis', 'osteoarthritis', 'spondyloarthropathy', 'depressed mood', 'Sexual dysfunctions', 'Impotence', 'Depressed mood', 'impotence', 'arthritis', 'sexual dysfunction']",['642'],['654'],"['0', '39', '70', '84', '144', '166', '185', '286', '378', '515', '656', '768', '853', '887']","['18', '48', '79', '102', '164', '180', '204', '300', '397', '524', '670', '777', '862', '905']",['D008727'],"['D012735', 'D001168', 'D001168', 'D012735', 'D001172', 'D010003', 'D025242', 'D003866', 'D012735', 'D007172', 'D003866', 'D007172', 'D001168', 'D012735']",['D008727'],['D007172']
3412544,Does paracetamol cause urothelial cancer or renal papillary necrosis?,"The risk of developing renal papillary necrosis or cancer of the renal pelvis, ureter or bladder associated with consumption of either phenacetin or paracetamol was calculated from data acquired by questionnaire from 381 cases and 808 controls. The risk of renal papillary necrosis was increased nearly 20-fold by consumption of phenacetin, which also increased the risk for cancer of the renal pelvis and bladder but not for ureteric cancer. By contrast, we were unable to substantiate an increased risk from paracetamol consumption for renal papillary necrosis or any of these cancers although there was a suggestion of an association with cancer of the ureter.","['paracetamol', 'phenacetin', 'paracetamol', 'phenacetin', 'paracetamol']","['urothelial cancer', 'renal papillary necrosis', 'renal papillary necrosis', 'cancer of the renal pelvis', 'ureter or bladder', 'renal papillary necrosis', 'cancer of the renal pelvis and bladder', 'ureteric cancer', 'renal papillary necrosis', 'cancers', 'cancer of the ureter']","['5', '205', '219', '399', '580']","['16', '215', '230', '409', '591']","['23', '44', '93', '121', '327', '445', '496', '608', '649', '712']","['40', '68', '117', '166', '351', '483', '511', '632', '656', '732']","['D000082', 'D010615', 'D000082', 'D010615', 'D000082']","['D014523', 'D007681', 'D007681', 'D007680|D014516|D001749', 'D007681', 'D007680|D001749', 'D014516', 'D007681', 'D009369', 'D014516']","['D010615', 'D010615', 'D010615']","['D007681', 'D001749', 'D007680']"
3425586,Dapsone-associated Heinz body hemolytic anemia in a Cambodian woman with hemoglobin E trait.,"A Cambodian woman with hemoglobin E trait (AE) and leprosy developed a Heinz body hemolytic anemia while taking a dose of dapsone (50 mg/day) not usually associated with clinical hemolysis. Her red blood cells (RBCs) had increased incubated Heinz body formation, decreased reduced glutathione (GSH), and decreased GSH stability. The pentose phosphate shunt activity of the dapsone-exposed AE RBCs was increased compared to normal RBCs. Although the AE RBCs from an individual not taking dapsone had increased incubated Heinz body formation, the GSH content and GSH stability were normal. The pentose phosphate shunt activity of the non-dapsone-exposed AE RBCs was decreased compared to normal RBCs. Thus, AE RBCs appear to have an increased sensitivity to oxidant stress both in vitro and in vivo, since dapsone does not cause hemolytic anemia at this dose in hematologically normal individuals. Given the influx of Southeast Asians into the United States, oxidant medications should be used with caution, especially if an infection is present, in individuals of ethnic backgrounds that have an increased prevalence of hemoglobin E.","['Dapsone', 'dapsone', 'glutathione', 'GSH', 'GSH', 'pentose phosphate', 'dapsone', 'dapsone', 'GSH', 'GSH', 'pentose phosphate', 'dapsone', 'dapsone']","['hemolytic anemia', 'leprosy', 'hemolytic anemia', 'hemolysis', 'hemolytic anemia', 'infection']","['0', '215', '374', '387', '407', '426', '466', '580', '638', '654', '685', '729', '897']","['7', '222', '385', '390', '410', '443', '473', '587', '641', '657', '702', '736', '904']","['30', '144', '175', '272', '920', '1116']","['46', '151', '191', '281', '936', '1125']","['D003622', 'D003622', 'D005978', 'D005978', 'D005978', 'D010428', 'D003622', 'D003622', 'D005978', 'D005978', 'D010428', 'D003622', 'D003622']","['D000743', 'D007918', 'D000743', 'D006461', 'D000743', 'D007239']",['D003622'],['D000743']
3437726,"Severe complications of antianginal drug therapy in a patient identified as a poor metabolizer of metoprolol, propafenone, diltiazem, and sparteine.","A 47-year-old patient suffering from coronary artery disease was admitted to the CCU in shock with III. AV block, severe hypotension, and impairment of ventricular function. One week prior to admission a therapy with standard doses of metoprolol (100 mg t.i.d. and then 100 mg b.i.d.) had been initiated. Two days before admission diltiazem (60 mg b.i.d.) was prescribed in addition. Analyses of a blood sample revealed unusually high plasma concentrations of metoprolol (greater than 3000 ng/ml) and diltiazem (526 ng/ml). The patient recovered within 1 week following discontinuation of antianginal therapy. Three months later the patient was exposed to a single dose of metoprolol, diltiazem, propafenone (since he had received this drug in the past), and sparteine (as a probe for the debrisoquine/sparteine type polymorphism of oxidative drug metabolism). It was found that he was a poor metabolizer of all four drugs, indicating that their metabolism is under the same genetic control. Therefore, patients belonging to the poor-metabolizer phenotype of sparteine/debrisoquine polymorphism in drug metabolism, which constitutes 6.4% of the German population, may experience adverse drug reactions when treated with standard doses of one of these drugs alone. Moreover, the coadministration of these frequently used drugs is expected to be especially harmful in this subgroup of patients.","['metoprolol', 'propafenone', 'diltiazem', 'sparteine', 'metoprolol', 'diltiazem', 'metoprolol', 'diltiazem', 'metoprolol', 'diltiazem', 'propafenone', 'sparteine', 'debrisoquine', 'sparteine', 'sparteine', 'debrisoquine']","['coronary artery disease', 'shock', 'AV block', 'hypotension', 'impairment of ventricular function', 'adverse drug reactions']","['98', '110', '123', '138', '384', '480', '609', '650', '822', '834', '845', '908', '938', '951', '1208', '1218']","['108', '121', '132', '147', '394', '489', '619', '659', '832', '843', '856', '917', '950', '960', '1217', '1230']","['186', '237', '253', '270', '287', '1328']","['209', '242', '261', '281', '321', '1350']","['D008790', 'D011405', 'D004110', 'D013034', 'D008790', 'D004110', 'D008790', 'D004110', 'D008790', 'D004110', 'D011405', 'D013034', 'D003647', 'D013034', 'D013034', 'D003647']","['D003324', 'D012769', 'D054537', 'D007022', 'D018754', 'D064420']","['D004110', 'D004110', 'D008790', 'D008790', 'D004110', 'D008790']","['D007022', 'D018754', 'D018754', 'D007022', 'D054537', 'D054537']"
3693336,Triazolam-induced brief episodes of secondary mania in a depressed patient.,Large doses of triazolam repeatedly induced brief episodes of mania in a depressed elderly woman. Features of organic mental disorder (delirium) were not present. Manic excitement was coincident with the duration of action of triazolam. The possible contribution of the triazolo group to changes in affective status is discussed.,"['Triazolam', 'triazolam', 'triazolam', 'triazolo']","['mania', 'depressed', 'mania', 'depressed', 'organic mental disorder', 'delirium', 'Manic']","['0', '91', '302', '346']","['9', '100', '311', '354']","['46', '57', '138', '149', '186', '211', '239']","['51', '66', '143', '158', '209', '219', '244']","['D014229', 'D014229', 'D014229', 'D014229']","['D001714', 'D003866', 'D001714', 'D003866', 'D019965', 'D003693', 'D001714']",['D014229'],['D001714']
3780846,On the mechanisms of the development of tolerance to the muscular rigidity produced by morphine in rats.,"The development of tolerance to the muscular rigidity produced by morphine was studied in rats. Saline-pretreated controls given a test dose of morphine (20 mg/kg i.p.) showed a pronounced rigidity recorded as tonic activity in the electromyogram. Rats treated for 11 days with morphine and withdrawn for 36-40 h showed differences in the development of tolerance: about half of the animals showed a rigidity after the test dose of morphine that was not significantly less than in the controls and were akinetic (A group). The other rats showed a strong decrease in the rigidity and the occurrence of stereotyped (S) licking and/or gnawing in presence of akinetic or hyperkinetic (K) behaviour (AS/KS group), suggesting signs of dopaminergic activation. The rigidity was considerably decreased in both groups after 20 days' treatment. In a further series of experiments, haloperidol (0.2 mg/kg i.p.) was used in order to block the dopaminergic activation and to estimate the real degree of the tolerance to the rigidity without any dopaminergic interference. Haloperidol enhanced the rigidity in the A group. However, the level in the AS/KS group remained considerably lower than in the A group. The results suggest that rigidity, which is assumed to be due to an action of morphine in the striatum, can be antagonized by another process leading to dopaminergic activation in the striatum. Nevertheless, there occurs some real tolerance to this effect. The rapid alternations of rigidity and the signs of dopaminergic activation observed in the animals of the AS/KS group might be due to rapid shifts in the predominance of various DA-innervated structures.","['morphine', 'morphine', 'morphine', 'morphine', 'morphine', 'haloperidol', 'Haloperidol', 'morphine']","['muscular rigidity', 'muscular rigidity', 'rigidity', 'rigidity', 'akinetic', 'rigidity', 'akinetic', 'hyperkinetic', 'rigidity', 'rigidity', 'rigidity', 'rigidity', 'rigidity']","['87', '171', '249', '383', '537', '976', '1164', '1379']","['95', '179', '257', '391', '545', '987', '1175', '1387']","['57', '141', '294', '505', '608', '675', '760', '772', '863', '1116', '1189', '1326', '1584']","['74', '158', '302', '513', '616', '683', '768', '784', '871', '1124', '1197', '1334', '1592']","['D009020', 'D009020', 'D009020', 'D009020', 'D009020', 'D006220', 'D006220', 'D009020']","['D009127', 'D009127', 'D009127', 'D009127', 'D018476', 'D009127', 'D018476', 'D006948', 'D009127', 'D009127', 'D009127', 'D009127', 'D009127']","['D006220', 'D009020', 'D009020', 'D009020']","['D009127', 'D009127', 'D006948', 'D018476']"
3800626,Compression neuropathy of the radial nerve due to pentazocine-induced fibrous myopathy.,"Fibrous myopathy is a common, well-known side effect of repeated pentazocine injection. However, compression neuropathy due to fibrotic muscle affected by pentazocine-induced myopathy has not previously been reported. In a 37-year-old woman with documented pentazocine-induced fibrous myopathy of triceps and deltoid muscles bilaterally and a three-week history of right wrist drop, electrodiagnostic examination showed a severe but partial lesion of the right radial nerve distal to the branches to the triceps, in addition to the fibrous myopathy. Surgery revealed the right radial nerve to be severely compressed by the densely fibrotic lateral head of the triceps. Decompression and neurolysis were performed with good subsequent recovery of function.","['pentazocine', 'pentazocine', 'pentazocine', 'pentazocine']","['Compression neuropathy of the radial nerve', 'fibrous myopathy', 'Fibrous myopathy', 'compression neuropathy', 'myopathy', 'fibrous myopathy', 'fibrous myopathy']","['50', '153', '243', '345']","['61', '164', '254', '356']","['0', '70', '88', '185', '263', '365', '620']","['42', '86', '104', '207', '271', '381', '636']","['D010423', 'D010423', 'D010423', 'D010423']","['D009408|D020425', 'D005355|D009135', 'D005355|D009135', 'D009408', 'D009135', 'D005355|D009135', 'D005355|D009135']","['D010423', 'D010423', 'D010423', 'D010423']","['D005355', 'D009135', 'D020425', 'D009408']"
